LATITUDE,LONGITUDE,FIRE_SIZE,date
46.135,-114.65027778,48.0,08-2007
35.17138889,-83.79916667,25.0,06-2007
34.11361111,-87.43972222,132.0,02-2007
46.23694444,-114.81722222,87.0,08-2007
39.11472222,-120.17555556,0.1,08-2007
46.02666667,-114.4275,0.1,08-2007
46.29361111,-115.0775,205.0,08-2007
46.32277778,-114.80583333,604.0,08-2007
34.66527778,-94.26888889,0.4,04-2007
46.06,-114.10416667,99.0,07-2007
35.74861111,-92.90694444,1653.0,03-2007
35.24888889,-84.21305556,106.0,06-2007
37.55194444,-112.63194444,0.1,07-2007
42.2575,-123.69472222,0.1,04-2007
34.67861111,-94.29444444,3.0,04-2007
35.81944444,-93.31388889,10.0,03-2007
35.07416667,-83.80166667,2.0,10-2007
45.84277778,-114.48638889,40.0,07-2007
38.84666667,-120.09583333,0.1,09-2007
34.66277778,-94.26388889,0.5,04-2007
42.49694444,-124.24388889,0.01,05-2007
35.09583333,-84.0425,0.5,10-2007
46.23638889,-113.91638889,0.25,06-2007
34.29,-87.27416667,0.1,02-2007
42.04861111,-123.57166667,0.1,06-2007
46.85416667,-114.12944444,0.1,04-2007
42.63916667,-123.84777778,0.75,07-2007
34.29,-87.30805556,1.8,02-2007
42.62416667,-124.09083333,3.5,07-2007
34.66111111,-94.25833333,0.5,04-2007
35.20138889,-84.23222222,6.0,10-2007
42.03777778,-123.58194444,0.1,07-2007
39.14416667,-120.15722222,20.2,08-2007
35.07444444,-83.73972222,0.25,11-2007
42.035,-123.58416667,0.1,07-2007
35.45861111,-92.88638889,33.1,02-2007
45.67083333,-114.8625,1.2,08-2007
35.12305556,-83.93388889,3.0,11-2007
45.68222222,-114.81416667,0.1,08-2007
42.39,-123.65027778,0.01,07-2007
34.28694444,-87.30666667,0.4,02-2007
46.44583333,-113.75888889,0.1,05-2007
34.13361111,-109.82,0.1,07-2007
45.7125,-114.76138889,40.0,07-2007
39.11833333,-120.2675,0.1,10-2007
34.19583333,-87.28916667,11.0,02-2007
46.05666667,-114.50027778,115.0,08-2007
46.71,-113.66388889,0.1,06-2007
45.85916667,-114.85166667,0.1,09-2007
46.06666667,-114.92361111,1.0,08-2007
35.85888889,-82.01944444,0.5,05-2007
42.41194444,-123.65916667,0.05,07-2007
45.98666667,-114.90472222,0.2,07-2007
34.26638889,-110.30333333,0.1,08-2007
42.44972222,-123.61888889,0.25,07-2007
46.11638889,-113.91222222,0.5,09-2007
39.04805556,-120.16277778,0.1,06-2007
42.45416667,-123.64166667,0.05,07-2007
35.94472222,-112.08305556,6.0,10-2007
46.11361111,-113.8825,0.2,09-2007
38.93111111,-119.97638889,0.25,06-2007
42.42527778,-123.79138889,0.25,07-2007
42.38638889,-123.64166667,0.1,07-2007
34.42805556,-110.83888889,0.1,07-2007
39.25777778,-120.03833333,0.25,06-2007
42.43055556,-123.63388889,0.1,07-2007
42.72055556,-124.03888889,0.1,08-2007
46.00555556,-114.87833333,0.25,07-2007
34.2125,-109.93361111,0.1,11-2007
39.03777778,-120.12305556,0.1,07-2007
42.93694444,-124.10638889,5.0,08-2007
42.79111111,-123.83222222,0.1,09-2007
42.63694444,-124.07888889,0.1,10-2007
38.95222222,-119.93861111,0.25,07-2007
39.24944444,-120.00666667,0.1,08-2007
34.23,-87.27722222,5.0,02-2007
38.13,-119.91583333,0.1,08-2007
46.05,-114.08444444,47.5,07-2007
34.28916667,-87.28388889,7.0,02-2007
34.20583333,-87.35166667,1.7,03-2007
38.06305556,-120.16722222,0.01,09-2007
38.90805556,-119.99166667,0.1,08-2007
35.87833333,-92.905,172.0,11-2007
35.73861111,-93.13138889,0.1,11-2007
35.60166667,-93.25194444,10.0,03-2007
35.55361111,-93.13611111,0.1,03-2007
35.47055556,-92.78,69.0,03-2007
35.84,-81.89055556,5015.0,06-2007
35.27833333,-84.18444444,170.0,02-2007
35.99027778,-81.84972222,3.0,06-2007
36.29416667,-82.19861111,2.0,02-2007
35.98666667,-81.835,67.0,06-2007
35.95166667,-81.71166667,0.1,06-2007
46.69861111,-114.22555556,0.1,06-2007
35.0,-84.36277778,24.0,02-2007
46.33138889,-113.72638889,0.1,07-2007
36.02222222,-81.81388889,0.1,06-2007
46.32833333,-113.76583333,0.4,07-2007
35.53888889,-93.11944444,11.0,08-2007
36.08222222,-81.73361111,5.0,07-2007
35.59916667,-82.29,1.0,07-2007
43.88333333,-85.96388889,0.1,11-2007
46.68194444,-113.52916667,0.1,07-2007
35.67444444,-82.20777778,0.1,08-2007
35.67444444,-82.20777778,2.0,08-2007
35.89027778,-93.03722222,83.0,03-2007
42.10083333,-113.19555556,64.0,08-2007
36.18027778,-82.24694444,3.0,02-2007
36.00833333,-81.815,15.0,09-2007
34.29166667,-118.23888889,0.1,06-2007
45.22027778,-114.43805556,19941.0,07-2007
36.0125,-81.74416667,5.0,09-2007
36.05888889,-81.73194444,0.1,09-2007
42.13888889,-114.03361111,0.25,08-2007
35.75333333,-82.15305556,60.0,11-2007
42.19388889,-114.14638889,0.1,08-2007
35.08416667,-84.03527778,0.5,09-2007
34.29277778,-118.23222222,0.1,04-2007
46.67361111,-113.53166667,0.1,07-2007
45.26166667,-114.42666667,316.0,07-2007
44.13166667,-118.63277778,0.25,11-2007
45.26861111,-114.41138889,119.0,07-2007
46.68888889,-113.53388889,0.1,07-2007
42.19583333,-114.09083333,0.1,08-2007
45.25583333,-114.39638889,0.25,07-2007
46.83666667,-114.11527778,0.1,07-2007
34.23777778,-118.22416667,0.1,03-2007
45.27,-114.805,19520.0,08-2007
46.50611111,-113.83388889,2.5,07-2007
46.50166667,-113.85,0.1,07-2007
41.91222222,-113.59,0.1,08-2007
34.19,-111.30555556,0.2,11-2007
46.70722222,-113.51361111,0.1,07-2007
46.43277778,-113.60166667,0.25,07-2007
46.44,-113.70861111,0.1,07-2007
46.02777778,-114.23611111,587.0,08-2007
46.73,-114.34944444,0.1,07-2007
37.56722222,-79.475,402.0,07-2007
34.35805556,-111.17472222,2.0,11-2007
36.17666667,-82.46916667,7.0,02-2007
46.78194444,-114.52555556,0.1,07-2007
36.14805556,-82.51777778,570.0,03-2007
46.66305556,-114.39916667,0.5,07-2007
38.00194444,-120.0675,0.2,08-2007
46.53472222,-113.71638889,1.0,07-2007
35.78361111,-83.10166667,7.0,03-2007
38.0575,-120.13666667,0.1,10-2007
46.76638889,-114.34944444,16.0,07-2007
46.69861111,-114.34583333,0.1,07-2007
46.45333333,-113.68222222,0.25,08-2007
47.02833333,-113.84916667,0.1,10-2007
46.72138889,-113.685,10.0,08-2007
34.18361111,-87.28861111,1.6,03-2007
32.87277778,-116.41694444,0.3,10-2007
41.42583333,-120.99083333,0.1,10-2007
34.32555556,-87.29166667,4.0,03-2007
34.06527778,-87.40722222,3.8,03-2007
41.42361111,-120.99972222,0.1,10-2007
34.32277778,-87.29888889,7.0,03-2007
33.52138889,-85.87055556,42.0,01-2007
41.56305556,-120.92333333,0.1,10-2007
33.5325,-85.73111111,74.0,02-2007
33.72,-85.61444444,61.0,02-2007
33.35805556,-85.80333333,165.0,02-2007
33.89194444,-85.54861111,659.0,02-2007
36.46444444,-81.93166667,12.4,02-2007
36.39694444,-82.05833333,1.0,03-2007
36.46611111,-82.11638889,2.5,03-2007
36.46638889,-82.11638889,23.0,03-2007
36.30583333,-82.17916667,1.0,03-2007
36.51888889,-81.82555556,62.7,03-2007
35.99666667,-82.78583333,1.0,04-2007
36.1675,-82.39722222,6.0,04-2007
35.99444444,-82.78,1.0,06-2007
35.94166667,-83.00333333,0.2,06-2007
36.17777778,-82.44861111,5.1,08-2007
35.93527778,-83.01805556,75.0,08-2007
36.13527778,-82.38333333,49.0,08-2007
35.98861111,-82.84277778,1.5,10-2007
36.39416667,-82.14166667,213.0,04-2007
36.43277778,-82.03416667,4.0,04-2007
33.38388889,-85.96083333,3.0,03-2007
36.19972222,-82.34111111,0.1,04-2007
33.38055556,-85.97333333,0.1,03-2007
33.38027778,-85.97722222,15.0,03-2007
36.46444444,-82.00944444,3.5,04-2007
32.89,-87.105,33.0,02-2007
33.37805556,-85.98055556,2.0,03-2007
44.73166667,-122.14972222,0.01,05-2007
33.48944444,-85.78527778,2.0,03-2007
37.51888889,-89.22722222,0.03,11-2007
44.62638889,-122.07027778,0.1,06-2007
32.8,-86.98,4.5,02-2007
44.59277778,-121.96972222,0.25,06-2007
37.67361111,-89.41111111,0.1,11-2007
44.7575,-122.11444444,0.1,07-2007
37.01833333,-83.28333333,542.0,11-2007
32.70833333,-86.995,62.0,03-2007
44.78416667,-122.0475,0.1,08-2007
44.7025,-122.1825,0.1,08-2007
44.78055556,-121.98166667,0.1,07-2007
44.5075,-121.96388889,0.1,09-2007
36.47666667,-81.9575,0.1,04-2007
36.47194444,-81.94777778,0.5,04-2007
36.43333333,-82.07222222,0.1,04-2007
36.44055556,-82.03138889,1.5,04-2007
32.91638889,-87.32777778,42.0,03-2007
32.87527778,-87.33888889,103.0,03-2007
36.47138889,-82.01416667,2.0,04-2007
36.55277778,-82.33666667,1.0,05-2007
36.59277778,-81.96333333,0.5,05-2007
32.87083333,-116.63555556,353.0,10-2007
36.41638889,-82.04472222,0.4,05-2007
36.41222222,-82.20527778,0.1,07-2007
36.39972222,-82.14083333,244.0,08-2007
36.43361111,-82.11222222,0.5,09-2007
36.19805556,-82.03888889,7.0,10-2007
36.2325,-82.15027778,0.05,10-2007
29.06166667,-81.57,2.0,01-2007
29.115,-81.70472222,70.0,05-2007
30.28611111,-84.49111111,4.92,05-2007
29.47055556,-81.77333333,0.1,05-2007
30.27305556,-82.54805556,1.0,05-2007
30.26777778,-82.56972222,0.5,05-2007
30.23083333,-82.51055556,4.0,05-2007
33.555,-116.68777778,0.25,09-2007
33.74638889,-116.70527778,0.1,10-2007
33.58611111,-116.7275,0.1,10-2007
33.83972222,-116.66416667,2.0,11-2007
36.47666667,-81.9575,1.0,10-2007
36.27944444,-82.14777778,0.05,11-2007
35.25916667,-84.28,32.5,02-2007
35.25722222,-84.27861111,3.5,03-2007
35.29138889,-84.20916667,80.0,03-2007
39.08833333,-120.22916667,0.1,11-2007
39.24972222,-120.00583333,0.1,08-2007
39.12888889,-119.945,0.1,06-2007
38.9375,-120.1125,0.1,08-2007
38.88388889,-120.03444444,0.1,09-2007
37.25555556,-89.475,0.1,11-2007
38.86805556,-119.99222222,0.25,08-2007
38.86777778,-119.99222222,0.1,08-2007
38.88277778,-120.12555556,0.1,09-2007
32.6875,-87.07972222,475.0,03-2007
35.27638889,-84.26027778,40.0,03-2007
32.89,-87.07,106.0,03-2007
35.26638889,-84.24305556,32.0,03-2007
33.01638889,-87.26888889,1.0,03-2007
35.27305556,-84.23583333,43.0,03-2007
32.82416667,-87.3375,50.0,04-2007
35.26694444,-84.23972222,0.1,03-2007
32.77333333,-87.04055556,6.0,05-2007
33.00583333,-87.295,1.0,06-2007
32.90083333,-87.39527778,10.5,06-2007
44.38416667,-120.37444444,0.25,08-2007
32.77277778,-87.03222222,0.25,08-2007
32.88583333,-87.04694444,0.1,08-2007
32.94277778,-87.40583333,16.3,08-2007
35.25222222,-84.26083333,24.0,03-2007
35.27833333,-84.33833333,66.0,04-2007
36.76583333,-84.40972222,0.25,11-2007
35.38555556,-84.11888889,0.1,04-2007
36.74444444,-84.46277778,3.0,11-2007
35.38916667,-84.11194444,13.0,04-2007
36.61666667,-84.48361111,1.0,10-2007
35.39333333,-84.10888889,34.0,04-2007
35.39472222,-84.10611111,15.0,04-2007
38.16722222,-83.4175,95.0,09-2007
36.80083333,-84.39222222,8.0,11-2007
35.3475,-84.19194444,6.6,04-2007
38.12222222,-83.44722222,0.1,09-2007
30.27416667,-84.38416667,0.5,05-2007
35.33777778,-84.30444444,14.0,04-2007
33.93,-82.4375,2.24,11-2007
37.83444444,-83.605,0.25,10-2007
44.60055556,-107.67083333,13450.0,08-2007
30.05,-85.03333333,230.0,05-2007
44.585,-107.07083333,4742.0,08-2007
35.34166667,-84.20277778,20.0,04-2007
37.81388889,-83.57777778,15.0,09-2007
35.34305556,-84.19722222,16.0,04-2007
35.38333333,-84.20138889,14.0,05-2007
29.19722222,-81.85638889,0.25,05-2007
35.3625,-84.15138889,4.0,05-2007
35.265,-84.28,1.0,05-2007
47.95583333,-120.06805556,5.0,04-2007
44.38333333,-117.07055556,23760.0,07-2007
35.35055556,-84.25944444,23.0,05-2007
38.72027778,-119.99444444,0.25,08-2007
47.38527778,-121.09638889,0.1,06-2007
35.23333333,-84.305,5.0,05-2007
39.09861111,-120.21166667,0.1,08-2007
37.525,-112.74027778,0.3,06-2007
47.41583333,-121.11805556,0.01,07-2007
35.2775,-84.21555556,2.0,05-2007
37.60194444,-112.89916667,0.1,07-2007
38.95916667,-120.09694444,0.1,07-2007
37.58638889,-112.62333333,0.3,08-2007
38.67638889,-117.22805556,0.25,09-2007
34.60222222,-93.79472222,0.1,06-2007
38.53527778,-109.0775,0.3,07-2007
35.3325,-84.21583333,3.0,05-2007
39.94194444,-111.41805556,0.01,06-2007
37.66833333,-112.56805556,0.1,07-2007
37.53194444,-112.80416667,0.1,07-2007
38.9,-117.81666667,0.25,09-2007
37.57027778,-112.52027778,0.1,08-2007
35.33194444,-84.21416667,1.0,05-2007
35.28194444,-84.21416667,26.0,05-2007
37.50611111,-112.63888889,0.1,07-2007
39.43694444,-116.4225,0.1,07-2007
35.33194444,-84.21416667,0.1,05-2007
35.32388889,-84.24222222,0.5,05-2007
39.29583333,-111.27111111,0.25,07-2007
44.40722222,-115.39305556,0.1,08-2007
39.22166667,-111.25416667,0.1,07-2007
40.60888889,-123.29638889,0.1,11-2007
39.01416667,-111.41083333,0.25,07-2007
43.93361111,-116.01861111,2.9,07-2007
39.94861111,-111.44972222,0.1,07-2007
29.10555556,-81.65361111,0.1,05-2007
39.57,-111.29222222,0.25,07-2007
44.74555556,-107.91388889,122.0,08-2007
44.30305556,-109.27,0.7,11-2007
30.37972222,-84.30444444,0.1,05-2007
47.33055556,-121.23666667,0.02,07-2007
39.13916667,-111.59527778,0.25,07-2007
39.875,-111.52527778,1.2,07-2007
48.35055556,-120.91805556,0.1,07-2007
37.47138889,-112.56805556,0.1,07-2007
48.35694444,-120.95305556,0.1,07-2007
34.58861111,-118.28583333,3.0,11-2007
34.62583333,-93.52305556,11.5,09-2007
47.98,-120.17194444,6.0,07-2007
34.45805556,-118.345,9.0,11-2007
47.04444444,-121.1875,108.0,08-2007
45.97111111,-115.38916667,0.5,07-2007
34.93583333,-120.11888889,2.5,08-2007
37.51694444,-112.63361111,0.1,07-2007
47.33138889,-121.23416667,0.13,08-2007
36.01027778,-121.44527778,0.5,08-2007
48.16722222,-120.59944444,11791.0,08-2007
37.7525,-112.67777778,0.1,08-2007
48.11444444,-120.60944444,97.0,08-2007
46.75416667,-121.23472222,1700.0,08-2007
37.61833333,-112.61611111,0.1,07-2007
34.69388889,-119.90805556,1.0,07-2007
34.51166667,-119.82416667,0.25,07-2007
34.56111111,-119.82055556,0.2,08-2007
34.92444444,-119.83388889,39.0,08-2007
37.64388889,-112.56583333,0.1,07-2007
35.25944444,-84.27694444,0.25,08-2007
35.25972222,-84.27777778,0.1,08-2007
34.54972222,-83.45888889,4.7,11-2007
35.26305556,-84.28472222,3.0,08-2007
35.51361111,-84.16027778,3.0,08-2007
36.83111111,-81.06,5.0,08-2007
35.505,-84.04444444,1.0,09-2007
46.86,-111.72583333,11.1,07-2007
42.05888889,-113.17388889,1.0,08-2007
46.86027778,-111.72138889,2.5,07-2007
39.56833333,-111.76666667,0.01,07-2007
42.03638889,-114.20277778,10.0,09-2007
47.01944444,-112.86861111,30.0,08-2007
39.55555556,-111.80888889,0.1,07-2007
34.92833333,-83.46972222,0.25,11-2007
47.3625,-121.30305556,0.13,08-2007
39.47777778,-111.3275,0.1,07-2007
42.06694444,-114.13305556,0.1,10-2007
45.55777778,-115.91,5.0,09-2007
37.49333333,-112.55666667,0.1,07-2007
34.86416667,-83.47111111,0.8,11-2007
47.01833333,-112.85111111,0.1,08-2007
47.47083333,-121.04555556,0.05,08-2007
44.09472222,-116.03694444,0.5,09-2007
39.36888889,-111.22833333,0.25,08-2007
42.30055556,-113.57138889,0.1,10-2007
48.84944444,-119.46333333,1070.0,08-2007
46.8625,-111.59222222,0.1,09-2007
37.67694444,-112.68666667,0.1,07-2007
45.11888889,-116.07194444,1407.0,08-2007
47.8775,-119.91944444,700.0,09-2007
47.13722222,-112.64805556,0.1,09-2007
39.75111111,-121.43444444,0.01,06-2007
46.4825,-111.86305556,0.01,10-2007
47.11416667,-120.91583333,0.01,10-2007
35.49166667,-84.12444444,0.1,09-2007
42.62888889,-103.19361111,0.4,08-2007
37.93694444,-112.13944444,0.1,07-2007
39.10277778,-122.75416667,0.25,11-2007
34.09916667,-111.07944444,1.0,10-2007
42.94166667,-103.52833333,5.0,08-2007
35.29777778,-84.11333333,0.5,11-2007
34.46888889,-110.96777778,191.0,05-2007
34.49027778,-118.17305556,1.0,11-2007
41.79805556,-123.3625,0.7,07-2007
39.22805556,-120.00638889,0.2,10-2007
45.32194444,-118.7425,99.0,11-2007
45.12527778,-115.87333333,0.1,07-2007
36.14972222,-82.4775,1.0,04-2007
34.41166667,-110.79722222,40.0,06-2007
45.21,-119.20166667,1.0,11-2007
40.61666667,-120.875,0.1,11-2007
46.34,-115.385,132.0,08-2007
42.14722222,-112.14166667,375.0,07-2007
35.99194444,-82.91222222,2115.0,05-2007
34.54722222,-85.2125,0.2,09-2007
44.53611111,-118.55916667,0.1,08-2007
36.02111111,-82.80138889,0.2,06-2007
34.40222222,-110.68555556,25.0,05-2007
46.89527778,-111.77944444,15.0,07-2007
44.62083333,-114.62222222,60009.0,08-2007
36.13777778,-82.38333333,0.5,08-2007
46.4825,-111.86305556,0.1,08-2007
35.93472222,-82.92388889,0.5,09-2007
34.94694444,-84.69166667,0.1,10-2007
34.92055556,-119.41138889,0.1,11-2007
45.14166667,-115.85972222,0.1,07-2007
46.56194444,-112.31666667,0.1,08-2007
34.45638889,-110.625,0.1,06-2007
45.13305556,-115.86138889,0.1,07-2007
37.59527778,-106.61638889,0.1,10-2007
46.395,-112.16305556,0.5,08-2007
34.81611111,-119.99972222,0.1,10-2007
34.40138889,-110.67305556,212.0,05-2007
34.45861111,-85.3025,0.5,11-2007
35.22833333,-84.36277778,22.0,03-2007
44.69666667,-115.07777778,0.5,09-2007
37.35138889,-119.5525,0.1,11-2007
37.59083333,-112.28305556,0.1,08-2007
34.46111111,-110.49,0.1,03-2007
36.92083333,-118.83527778,1.0,11-2007
46.19055556,-115.40333333,0.1,09-2007
42.93416667,-121.19305556,2.0,05-2007
47.01,-112.74388889,0.01,08-2007
35.08777778,-84.3925,2.0,03-2007
37.79083333,-107.22027778,5.0,10-2007
44.11611111,-118.52194444,98.0,06-2007
35.98888889,-82.82833333,1.5,09-2007
35.21861111,-84.35055556,16.0,03-2007
36.20166667,-82.41861111,0.06,10-2007
42.42722222,-121.22333333,1.1,07-2007
35.20833333,-84.36472222,57.0,03-2007
35.85777778,-83.02944444,7.0,11-2007
36.19194444,-121.70916667,44.0,11-2007
34.43583333,-110.58222222,0.1,06-2007
42.46055556,-120.80138889,0.3,08-2007
38.7875,-120.18388889,0.1,06-2007
35.20833333,-84.36472222,15.0,03-2007
42.91722222,-120.89222222,0.1,08-2007
35.20972222,-84.38277778,34.0,03-2007
37.715,-112.20944444,0.1,08-2007
39.24277778,-120.01138889,0.1,09-2007
38.76472222,-120.31444444,0.1,10-2007
42.96361111,-121.05777778,0.1,08-2007
44.02611111,-110.93416667,106.0,08-2007
48.08333333,-114.31527778,0.1,08-2007
34.57,-110.88444444,0.9,07-2007
38.87527778,-119.99388889,0.25,09-2007
42.42305556,-120.75611111,0.1,10-2007
35.17,-106.38527778,0.1,10-2007
47.96194444,-120.54694444,0.01,06-2007
38.67,-120.34166667,0.1,10-2007
48.9275,-120.70388889,47.0,07-2007
42.46027778,-111.55277778,0.25,08-2007
46.57638889,-115.42444444,410.0,08-2007
38.75833333,-120.32083333,0.1,10-2007
39.24972222,-120.00583333,0.1,09-2007
39.66916667,-120.4975,0.1,10-2007
47.82472222,-120.80138889,0.1,10-2007
34.43222222,-110.57111111,0.1,04-2007
36.3075,-115.62611111,0.1,07-2007
44.14833333,-118.90527778,0.1,10-2007
34.55333333,-111.06555556,0.1,07-2007
38.15833333,-112.08861111,0.1,08-2007
46.86972222,-111.88222222,46298.0,07-2007
34.41583333,-110.98583333,7.0,05-2007
39.05416667,-120.13083333,0.1,08-2007
47.5525,-120.87777778,0.01,08-2007
38.65694444,-120.17555556,0.1,10-2007
37.37083333,-119.02777778,3.4,10-2007
38.67166667,-120.31916667,0.25,10-2007
43.96944444,-103.46527778,0.1,10-2007
46.37305556,-115.58166667,5100.0,08-2007
38.54027778,-120.51694444,0.04,11-2007
44.47527778,-118.43694444,145.0,07-2007
47.40166667,-120.42861111,2.0,09-2007
38.55055556,-120.51527778,0.1,11-2007
47.82138889,-120.99555556,0.01,09-2007
39.18083333,-120.14972222,0.1,07-2007
36.26666667,-115.65,0.1,07-2007
47.88333333,-121.03833333,0.1,09-2007
44.2,-118.86111111,3.0,09-2007
34.22972222,-87.2275,135.0,03-2007
34.20916667,-87.23222222,10.0,03-2007
34.27833333,-87.13305556,10.0,03-2007
47.84611111,-120.89361111,0.25,09-2007
44.28444444,-119.0825,0.1,09-2007
47.515,-120.96055556,0.1,09-2007
40.625,-121.25,1.0,10-2007
44.2625,-119.09611111,0.1,09-2007
40.39416667,-121.51805556,0.1,10-2007
37.41861111,-112.35111111,0.1,07-2007
46.57916667,-115.41694444,90.0,08-2007
37.61888889,-112.28305556,580.0,05-2007
47.8225,-120.79472222,0.01,09-2007
45.36666667,-121.57388889,0.1,06-2007
48.07083333,-120.70694444,0.1,09-2007
42.20194444,-113.2175,72361.0,07-2007
45.3,-121.36666667,1237.0,07-2007
47.58694444,-120.70666667,0.01,10-2007
41.31805556,-122.43333333,0.1,10-2007
45.145,-115.85333333,0.1,07-2007
47.4875,-120.38083333,5209.0,07-2007
45.475,-121.65833333,0.1,09-2007
45.55833333,-121.8,0.1,09-2007
44.24083333,-121.64361111,0.1,09-2007
41.90333333,-113.58277778,2.0,08-2007
45.15666667,-115.82472222,0.1,07-2007
40.20833333,-123.46666667,0.1,11-2007
45.13777778,-115.85583333,120077.0,07-2007
44.76527778,-114.29583333,1650.0,07-2007
38.48861111,-120.22916667,0.5,09-2007
37.44111111,-112.3825,0.1,07-2007
41.28805556,-123.57277778,1.0,09-2007
37.45916667,-112.66583333,0.3,09-2007
38.11694444,-112.16333333,0.1,08-2007
45.12583333,-113.99222222,0.1,08-2007
38.4375,-120.07166667,0.5,10-2007
37.66694444,-112.28305556,0.1,05-2007
45.00527778,-114.06888889,20.6,09-2007
34.775,-106.33805556,3.0,06-2007
33.19583333,-109.18111111,85.0,04-2007
37.53277778,-112.76944444,1.7,09-2007
37.06888889,-118.11833333,0.1,07-2007
45.05333333,-114.33777778,3.0,09-2007
33.53166667,-109.36666667,12.0,04-2007
44.68333333,-118.725,180.0,08-2007
33.37638889,-105.73111111,0.1,06-2007
40.14861111,-120.89361111,0.1,11-2007
38.89305556,-120.11666667,0.1,09-2007
30.31361111,-84.91388889,40.0,05-2007
37.51361111,-113.60444444,0.5,08-2007
33.57027778,-109.38083333,15000.0,06-2007
33.66694444,-85.66194444,0.5,03-2007
37.54861111,-113.49416667,0.1,09-2007
33.17166667,-109.36833333,0.75,05-2007
37.60472222,-112.71638889,1.0,08-2007
33.65277778,-85.61972222,49.0,03-2007
37.49166667,-113.5,0.1,09-2007
33.35666667,-85.99888889,35.0,03-2007
44.765,-116.50111111,0.1,10-2007
37.72194444,-112.61416667,0.1,09-2007
34.06138889,-87.36083333,1.7,03-2007
42.855,-122.345,0.1,10-2007
33.40083333,-109.34805556,0.25,05-2007
34.19194444,-87.27527778,1.0,03-2007
37.41083333,-113.4525,0.1,08-2007
37.4625,-112.63666667,0.1,09-2007
37.41111111,-113.60222222,0.1,09-2007
45.09638889,-116.59277778,1.5,10-2007
47.17472222,-114.48972222,0.25,10-2007
36.135,-118.10666667,3.0,07-2007
37.81666667,-112.66416667,1.0,08-2007
37.55138889,-112.695,0.5,08-2007
42.33333333,-105.28333333,0.25,07-2007
33.1,-109.11,2.0,05-2007
36.83361111,-118.37083333,0.1,08-2007
36.2025,-118.23611111,0.1,08-2007
36.26777778,-118.36638889,1.0,08-2007
33.47805556,-109.12305556,200.0,06-2007
37.51472222,-113.84444444,0.1,09-2007
36.4175,-118.1225,0.5,09-2007
33.51833333,-109.46833333,1.0,06-2007
44.60222222,-119.01416667,0.1,09-2007
37.46694444,-113.65805556,0.1,09-2007
44.58222222,-119.085,0.1,09-2007
44.55361111,-119.01166667,0.1,09-2007
33.55861111,-109.42305556,0.5,06-2007
44.54888889,-119.11416667,0.1,10-2007
44.51277778,-118.97138889,0.2,10-2007
33.45472222,-105.45194444,2.0,08-2007
37.16694444,-82.58305556,132.0,09-2007
33.76,-85.54416667,4.5,03-2007
33.34194444,-81.57388889,0.25,11-2007
33.34194444,-81.57388889,0.25,11-2007
35.26833333,-84.47305556,47.0,03-2007
35.24472222,-84.36194444,20.0,03-2007
33.21666667,-81.45,0.1,11-2007
35.23611111,-84.36472222,0.5,03-2007
35.23,-84.36694444,6.0,03-2007
33.34194444,-81.57388889,1.0,11-2007
35.22416667,-84.3675,4.0,03-2007
35.13277778,-84.52611111,0.1,03-2007
37.4475,-113.41,0.3,09-2007
33.34194444,-81.57388889,0.25,11-2007
35.04,-84.69,15.0,03-2007
37.47916667,-113.39,0.1,08-2007
34.02083333,-87.27805556,6.0,03-2007
37.25638889,-113.39777778,0.5,09-2007
35.09777778,-84.71555556,3.0,03-2007
35.14722222,-84.36472222,10.0,03-2007
33.57333333,-85.69305556,0.4,03-2007
47.04833333,-114.98944444,0.9,07-2007
34.99361111,-84.34166667,0.5,03-2007
35.17722222,-84.56833333,27.0,03-2007
34.33222222,-87.27666667,3.5,03-2007
39.17194444,-111.29666667,0.1,09-2007
47.33972222,-121.13611111,0.1,06-2007
35.09166667,-84.57083333,1.0,03-2007
34.44472222,-110.91416667,0.1,07-2007
34.41944444,-87.51666667,2.0,03-2007
44.20777778,-118.99777778,0.2,08-2007
35.09444444,-84.57083333,0.5,03-2007
47.31833333,-121.10277778,0.01,07-2007
47.35833333,-115.07055556,0.1,09-2007
40.66805556,-123.21888889,0.1,11-2007
35.24333333,-84.45027778,0.1,03-2007
34.05944444,-87.29527778,1.0,03-2007
44.515,-118.86972222,0.8,08-2007
35.32833333,-84.48083333,0.5,03-2007
39.54722222,-111.11722222,0.1,08-2007
35.33,-84.40972222,8.0,03-2007
35.09833333,-84.67222222,0.5,03-2007
47.30916667,-115.09583333,0.1,07-2007
47.35611111,-120.78138889,0.1,07-2007
44.61111111,-119.085,0.1,10-2007
39.32972222,-111.29166667,0.01,07-2007
47.31694444,-115.09166667,0.1,07-2007
36.15055556,-106.73305556,1.5,11-2007
47.085,-121.08194444,0.25,09-2007
44.595,-118.31111111,0.3,07-2007
33.44916667,-109.17277778,2.2,07-2007
37.54694444,-112.26333333,181.0,08-2007
38.51527778,-109.06222222,4.0,09-2007
44.29527778,-119.06833333,0.3,10-2007
39.55694444,-111.29333333,12.0,08-2007
47.18416667,-121.24222222,350.0,08-2007
34.89833333,-111.42944444,6.0,10-2007
34.34805556,-110.93777778,0.5,09-2007
33.4025,-109.34833333,1.0,07-2007
44.65861111,-119.06888889,0.1,10-2007
35.08055556,-111.56027778,28.0,11-2007
35.25277778,-84.44055556,1.0,03-2007
37.73694444,-112.28166667,0.1,09-2007
35.14472222,-84.5975,1.0,04-2007
46.93611111,-121.06111111,0.01,10-2007
