LATITUDE,LONGITUDE,FIRE_SIZE,date
32.08533997,-99.82447998,650.0,02-2007
31.78188999,-94.88046999,8.0,02-2007
32.33817997,-100.16450001,550.0,02-2007
32.36278002,-97.72221998,10.0,02-2007
32.50694,-95.63777998,10.0,02-2007
33.38917,-94.56917,25.0,02-2007
32.57388999,-95.10283999,2.0,02-2007
33.70111002,-95.16028001,1.0,02-2007
33.85277999,-95.5375,200.0,02-2007
33.85027998,-95.58861001,400.0,02-2007
33.36028,-94.15194997,10.0,02-2007
32.63450001,-94.81030001,5.0,02-2007
31.23500001,-96.44083002,350.0,02-2007
32.23999998,-95.80333999,10.0,02-2007
31.67108002,-95.47268999,2.0,02-2007
32.86523997,-94.19196001,12.0,02-2007
32.78757002,-94.25104997,4.0,02-2007
32.02102999,-98.25484999,200.0,02-2007
32.86597001,-94.21231999,35.0,02-2007
33.22816997,-94.84627997,4.0,02-2007
33.25164002,-95.07156001,2.0,02-2007
32.81358,-94.86386,1.0,02-2007
32.29641002,-99.91720999,10.0,02-2007
32.57378001,-94.86299998,4.0,02-2007
32.19365999,-99.97096001,450.0,02-2007
32.28225001,-95.24975001,3.0,02-2007
31.92971001,-94.41578998,15.0,02-2007
33.36722001,-94.23216998,10.0,02-2007
32.86634001,-94.20978,2.0,02-2007
33.01242002,-94.69949999,45.0,02-2007
33.69360998,-94.93638999,25.0,02-2007
33.71805998,-95.11002001,3.0,02-2007
33.72221999,-95.99249997,3.0,02-2007
32.48333002,-95.16666,2.0,03-2007
33.06667001,-95.30778001,6.0,03-2007
33.32222001,-94.54304999,5.0,03-2007
33.01929999,-94.18376001,2.0,03-2007
32.42093,-98.81310002,200.0,02-2007
32.72210002,-99.90144001,225.0,02-2007
30.74221999,-94.14584002,10.0,03-2007
32.89917002,-94.75361,10.0,02-2007
33.34778,-94.73665998,5.0,03-2007
33.01111,-94.38055002,2.0,03-2007
32.91474997,-94.20244998,5.0,03-2007
30.83917001,-95.81889002,25.0,03-2007
30.77889,-98.00083001,60.0,03-2007
31.22017001,-97.95045999,250.0,02-2007
30.31698999,-95.08710999,2.0,03-2007
30.72360997,-94.90860999,3.0,03-2007
30.85027999,-93.77804999,2.0,03-2007
31.03777997,-93.59778001,5.0,03-2007
30.91833,-93.98944,1.0,03-2007
30.72360997,-94.41055,2.0,03-2007
33.39582997,-94.32750002,25.0,03-2007
33.24774998,-94.44321,30.0,03-2007
30.60334001,-93.88527999,2.0,03-2007
30.36860999,-94.03944002,5.0,03-2007
30.17082998,-93.98194001,1.0,03-2007
30.32277999,-94.05610999,2.0,03-2007
32.19700001,-95.56650002,10.0,03-2007
31.97299998,-95.01883998,15.0,03-2007
31.47640001,-93.99857001,25.0,03-2007
31.80338998,-95.86794001,4.0,03-2007
31.89728002,-95.88872997,15.0,03-2007
31.39444,-94.80222,5.0,03-2007
33.35833001,-95.27278001,25.0,03-2007
30.65610997,-93.77277999,65.0,03-2007
31.5575,-94.11388999,3.0,03-2007
32.38950002,-95.42284002,3.0,03-2007
31.55805997,-94.76555999,3.0,03-2007
31.18411,-94.74110999,7.0,03-2007
32.56774,-96.57051999,30.0,03-2007
31.59680001,-97.58095002,287.0,02-2007
31.71028001,-94.59360998,2.0,03-2007
31.71249999,-94.51916997,7.0,03-2007
31.36519998,-94.4052,1.0,03-2007
31.39157,-93.77778001,6.0,03-2007
30.73472,-94.85388998,4.0,03-2007
31.3222,-94.42369999,3.0,03-2007
32.1799,-95.76627001,5.0,03-2007
31.88616998,-94.42415999,22.0,03-2007
32.23254998,-94.33743002,4.0,03-2007
31.73466001,-94.17190999,4.0,03-2007
30.35466998,-94.04796999,10.0,03-2007
31.03278,-93.75333001,13.0,03-2007
30.27333999,-94.03335998,160.0,03-2007
30.37083002,-94.31611,1.0,03-2007
33.84416997,-95.04694,75.0,03-2007
32.91610997,-94.66665997,6.0,03-2007
31.90547001,-95.70263998,2.0,03-2007
31.89985998,-95.69939002,3.0,03-2007
31.864,-95.84717001,20.0,03-2007
32.34946002,-100.1292,15.0,03-2007
29.75250002,-99.23971998,600.0,03-2007
33.14972,-94.40636002,10.0,03-2007
32.88139001,-94.53584,1.0,03-2007
32.87224998,-95.15805998,5.0,03-2007
32.02814997,-94.33627,2.0,03-2007
32.40299999,-95.46000001,10.0,03-2007
32.40232999,-95.17016998,4.0,03-2007
33.07608997,-94.22043998,1.0,03-2007
32.81446999,-94.86360999,1.0,03-2007
32.67317,-95.31870002,30.0,03-2007
32.81306,-94.69472997,20.0,03-2007
32.16866999,-94.94347,12.0,02-2007
31.864,-95.84717001,5.0,03-2007
31.30507998,-94.43435002,50.0,03-2007
31.88500001,-95.01278,7.0,03-2007
31.34861,-94.92917,45.0,03-2007
32.93622999,-94.04614002,16.0,03-2007
32.91494,-94.38927001,1.0,03-2007
33.04733001,-95.15513999,2.0,03-2007
32.97334,-94.25277997,4.0,03-2007
33.21528001,-94.88389001,15.0,03-2007
32.98888998,-94.76694,2.0,03-2007
33.06999998,-95.09889002,10.0,03-2007
33.04721999,-95.06694999,2.0,03-2007
31.071,-94.77835999,6.0,03-2007
30.37917001,-94.77778001,70.0,03-2007
31.77380998,-95.53030002,35.0,03-2007
31.81583,-95.17972998,50.0,03-2007
33.32157999,-98.52168999,319.0,03-2007
31.94092001,-94.59443999,5.0,03-2007
32.11046001,-94.72083002,1.0,03-2007
32.29797,-95.61034,10.0,03-2007
31.26888998,-95.43527998,5.0,03-2007
32.38606999,-95.80072,10.0,03-2007
30.15611,-94.00195001,3.0,03-2007
30.55055999,-94.03832998,50.0,03-2007
32.76966002,-95.12990998,1.0,03-2007
33.40250001,-94.70083998,40.0,03-2007
33.29855999,-94.28647001,2.0,03-2007
33.43324999,-94.49905,35.0,03-2007
33.37304999,-94.22972,3.0,03-2007
33.31333001,-94.56222998,20.0,03-2007
32.88795997,-96.06370999,2.0,03-2007
33.12854998,-95.43950999,43.0,03-2007
32.99850998,-96.47437,100.0,03-2007
31.54674,-94.10441999,10.0,03-2007
31.36434,-94.89830999,45.0,03-2007
31.20089,-94.72078999,10.0,03-2007
30.64693998,-97.88028001,142.0,02-2007
32.84694002,-94.70834002,3.0,03-2007
32.86721999,-94.32139001,2.0,03-2007
31.99195002,-94.63667,15.0,03-2007
31.35443998,-94.64769997,2.0,03-2007
32.53277997,-94.81389,5.0,03-2007
32.75860997,-94.22553997,2.0,03-2007
33.38431002,-94.59927,6.0,03-2007
33.48943997,-94.70194001,25.0,03-2007
33.50516997,-95.17138999,2.0,03-2007
33.84388999,-95.58721999,100.0,03-2007
32.29232,-94.35492999,3.0,03-2007
30.26028001,-93.89777999,10.0,03-2007
32.82971997,-94.78082998,21.0,03-2007
32.95811999,-94.17856001,3.0,03-2007
33.23277999,-94.67638999,50.0,03-2007
32.88833002,-94.68777,5.0,03-2007
30.58944998,-94.44389,192.0,03-2007
32.19462999,-94.47245999,2.0,03-2007
32.02739002,-94.3365,10.0,03-2007
32.01517,-94.57061,5.0,03-2007
30.74693997,-93.63556001,5.0,03-2007
32.85560998,-94.57836,2.0,03-2007
30.61139001,-93.80722002,2.0,03-2007
31.45908,-94.99450001,11.0,03-2007
32.92145998,-94.62269001,2.0,03-2007
32.87862997,-94.66081999,6.0,03-2007
33.43111002,-94.80028001,10.0,03-2007
32.74406001,-94.771,1.0,03-2007
33.09287998,-94.25400999,2.0,04-2007
32.22412999,-94.7047,1.0,04-2007
31.13881,-95.38836001,20.0,04-2007
33.62679999,-94.61220999,15.0,04-2007
32.35332999,-94.65250001,2.0,04-2007
32.97583001,-94.91054998,2.0,03-2007
33.08943999,-95.07165997,25.0,03-2007
31.26944,-94.53796001,1.0,04-2007
32.38111,-95.13110998,10.0,04-2007
32.29417998,-95.06167999,1.0,04-2007
30.75138998,-95.01944998,2.0,04-2007
32.80813998,-94.22507001,1.0,04-2007
32.37836002,-95.22638998,1.0,04-2007
31.42721998,-95.62111001,14.0,04-2007
32.79021998,-94.88689,5.0,04-2007
32.80079,-94.39677,4.0,04-2007
30.74603002,-95.33588999,28.0,04-2007
31.29535997,-94.43576,2.5,04-2007
33.37694998,-94.40694,8.0,04-2007
32.37925001,-94.05240999,3.0,04-2007
29.7703,-98.52811001,2.0,03-2007
31.57694002,-95.29361,2.0,04-2007
31.25519999,-94.29070002,3.0,04-2007
31.08556002,-93.71722002,5.0,04-2007
32.89360997,-94.73749999,10.0,04-2007
30.15471997,-93.96694,3.0,04-2007
31.30106001,-94.41018001,1.0,04-2007
32.62466998,-95.06231001,1.0,04-2007
32.97835999,-94.31516002,3.0,05-2007
31.99905999,-94.72542002,1.0,05-2007
30.97611,-94.01556,75.0,05-2007
30.31869998,-95.24992998,3.0,05-2007
30.265,-95.23183,25.0,05-2007
30.99385999,-94.42575,50.0,05-2007
31.77695001,-95.46027999,45.0,05-2007
31.77695001,-95.46027999,1.0,06-2007
31.05611,-94.05193997,3.0,06-2007
31.08945,-94.01694002,10.0,06-2007
30.82693998,-94.13110998,1.0,06-2007
30.21889001,-94.19444001,8.0,07-2007
30.63944,-93.96694,1.0,03-2007
30.83111,-93.82416998,1.0,03-2007
32.04110998,-94.73582998,5.0,08-2007
32.37527997,-94.67583002,7.0,02-2007
32.43805999,-94.9075,3.0,02-2007
32.37194,-94.37221998,2.0,03-2007
32.11054997,-94.65556,5.0,03-2007
32.33971999,-94.87305001,3.0,02-2007
32.31889,-94.54639001,10.0,04-2007
32.40694001,-95.01083001,50.0,04-2007
32.22638999,-94.76638999,1.0,03-2007
32.12017001,-94.69811002,1.0,04-2007
32.43056,-95.28666999,2.0,03-2007
33.32435999,-94.44946001,3.0,01-2007
33.36917001,-94.50883,5.0,02-2007
33.50616999,-94.65867001,35.0,02-2007
32.49221997,-95.28528001,1.0,04-2007
32.38799997,-95.14017,2.0,03-2007
32.26005001,-94.45974999,2.0,08-2007
29.8375,-97.71415998,20.0,08-2007
33.10695998,-96.17566998,250.0,08-2007
33.40222002,-94.93528001,15.0,03-2007
32.01948001,-94.39357002,5.0,08-2007
32.73312999,-94.72993001,2.0,08-2007
26.37094,-98.62873001,70.0,07-2007
30.62197999,-95.83221002,12.0,08-2007
32.23822,-99.75933999,1.0,07-2007
33.3836,-98.81205002,1.0,07-2007
33.34353998,-98.86357,1.0,08-2007
33.35205999,-98.79984001,1.0,08-2007
32.35689,-102.80989999,1.0,07-2007
32.29061001,-102.44139999,2.0,07-2007
32.39666998,-102.29969999,75.0,07-2007
31.17506999,-100.73439998,15.0,07-2007
31.17506999,-100.73439998,120.0,07-2007
33.43745998,-96.35962001,2.0,06-2007
33.41884001,-96.35172001,2.0,04-2007
33.4347,-96.34591,1.0,03-2007
33.42057001,-96.29116998,1.0,03-2007
26.21842001,-98.12970999,1.0,07-2007
26.17496999,-98.09792002,1.0,07-2007
26.18628,-98.09123998,1.0,07-2007
26.1649,-98.12080002,1.0,07-2007
34.89457001,-100.88159998,5.0,07-2007
26.17097999,-98.09602,1.0,07-2007
26.20672999,-98.09122002,1.0,07-2007
26.17810997,-98.09484998,1.0,07-2007
26.15576998,-98.11159,1.0,07-2007
36.06020001,-102.301,25.0,07-2007
36.41238997,-102.44580001,544.0,07-2007
35.86237001,-102.34499999,60.0,07-2007
32.32281001,-97.06145999,10.0,07-2007
35.74439998,-102.93939998,43.0,07-2007
36.34228999,-102.68720001,3.0,08-2007
30.81478,-97.79669002,5.0,08-2007
35.82867002,-102.83209999,11.0,08-2007
36.31925999,-101.2727,10.0,07-2007
36.12521001,-101.60760002,3.0,08-2007
34.37642998,-101.602,1.0,08-2007
32.9379,-98.07825,2.0,08-2007
33.35248998,-98.80372999,3.0,08-2007
33.36201,-98.86864998,1.0,08-2007
32.6919,-98.28695997,1.0,08-2007
35.59682002,-100.17469998,5.0,07-2007
35.5451,-100.25790002,35.0,07-2007
33.38064999,-99.8507,10.0,07-2007
32.74146999,-99.2852,1.0,08-2007
33.76379997,-96.93525999,125.0,08-2007
32.43060999,-99.42837999,3.0,08-2007
30.078,-104.46170002,1280.0,05-2007
30.98690002,-98.71224,40.0,08-2007
31.01183999,-98.91725998,15.0,08-2007
33.43298001,-99.52218997,3.0,08-2007
33.77285999,-95.36166001,3.0,08-2007
32.31855998,-97.01389999,1.0,08-2007
33.84249001,-97.90475002,10.0,08-2007
32.78513,-98.08296998,2.0,08-2007
26.34877002,-98.64575998,70.0,07-2007
32.69172999,-98.10417998,1.0,08-2007
32.77658001,-98.12494998,1.0,08-2007
32.78012997,-98.17370998,2.0,08-2007
30.65232,-95.88534998,10.0,08-2007
32.71550999,-98.12048001,1.0,08-2007
32.81820998,-98.06601997,1.0,08-2007
30.93111,-93.93765999,1.0,08-2007
31.62960001,-98.53212998,1.0,04-2007
31.66952999,-98.68826002,3.0,04-2007
33.18078999,-94.18603998,1.0,08-2007
33.36893,-96.59035002,3.0,07-2007
33.68731,-97.79188998,2.0,08-2007
33.48827,-97.16436002,1.0,01-2007
35.86382998,-100.4065,1.0,03-2007
36.05520999,-100.17809999,3.0,03-2007
35.74610001,-100.3946,2.0,04-2007
34.30806,-99.41543999,75.0,08-2007
32.03674999,-96.47464999,2.0,08-2007
33.32930002,-99.69624002,70.0,08-2007
33.31141999,-96.40133998,5.0,07-2007
33.65407001,-97.35269,1.0,08-2007
33.59734002,-97.35875998,3.0,08-2007
33.47220002,-98.13991002,5.0,08-2007
33.49736999,-98.37151,4.0,08-2007
33.36339002,-98.86605,5.0,08-2007
33.38265997,-98.76354999,2.0,08-2007
29.43336002,-97.02800001,1.0,01-2007
29.16695,-97.37075,4.0,01-2007
27.64878001,-97.30366998,1.0,01-2007
30.80059998,-97.87646997,5.0,01-2007
29.01938,-97.34367001,1.0,01-2007
30.10422998,-98.43044001,10.0,01-2007
29.87634001,-97.79301002,40.0,01-2007
31.81275,-99.19937998,10.0,01-2007
32.30725002,-98.16254,4.0,01-2007
32.32064002,-98.18875998,1.0,01-2007
32.24629001,-98.10683999,1.0,01-2007
30.27583,-98.81335999,1.0,01-2007
30.18219998,-98.82242001,1.0,01-2007
30.38937999,-98.86906,1.0,01-2007
30.32006999,-98.82802999,1.0,01-2007
32.40787998,-95.29340001,1.0,01-2007
32.96961998,-98.72478999,15.0,01-2007
32.97544,-98.08916,3.0,01-2007
30.36728001,-98.91845997,2.0,01-2007
35.43224001,-100.02740001,1.0,01-2007
31.13392,-100.29999999,3.0,01-2007
33.22357997,-102.2393,5.0,01-2007
29.04837001,-97.7905,2.0,01-2007
31.35158998,-93.82514998,1.0,01-2007
33.12342998,-94.37169999,1.0,01-2007
32.76260998,-99.13281,1.0,01-2007
30.92696999,-97.90256001,10.0,01-2007
30.92761998,-97.99239,100.0,01-2007
32.65286001,-97.9556,2.0,01-2007
32.70264999,-97.88038998,2.0,01-2007
32.72269001,-97.96772001,5.0,01-2007
30.87011997,-94.07474998,1.0,01-2007
31.20161999,-93.72640002,1.0,01-2007
29.83796,-97.64816998,60.0,01-2007
32.30161998,-98.21608998,10.0,01-2007
32.09578001,-94.56542,1.0,01-2007
31.02560999,-96.48589001,10.0,01-2007
30.75657998,-93.93913997,2.0,01-2007
30.77619001,-93.93665002,5.0,01-2007
33.7904,-97.26857001,5.0,01-2007
33.73795,-94.97118001,4.0,01-2007
33.23388997,-94.18255001,2.0,01-2007
36.06330998,-101.50510002,50.0,01-2007
31.72947997,-99.06617998,1.0,01-2007
30.21815998,-98.11492001,1.0,01-2007
32.03257001,-97.99889002,1.0,01-2007
32.01204002,-98.01403998,10.0,01-2007
32.60453,-99.79834001,10.0,01-2007
32.76644998,-99.90500998,1.0,01-2007
31.72536999,-99.31526998,1.0,01-2007
33.69885997,-97.30697998,2.0,01-2007
27.61562998,-97.23170001,1.0,01-2007
33.12782,-94.36736,2.0,01-2007
32.86028999,-97.79168999,5.0,01-2007
32.20879,-98.38634001,3.0,01-2007
29.89117001,-97.80525,15.0,01-2007
32.63713001,-98.25167998,1.0,01-2007
31.38521998,-94.33138,1.0,01-2007
30.17197999,-98.82403999,5.0,01-2007
26.31549001,-98.63799997,1.0,01-2007
26.60974998,-98.56668999,100.0,01-2007
32.80546,-98.10544001,1.0,01-2007
28.89969998,-97.19439002,1.0,01-2007
26.31939,-98.69398002,2.0,01-2007
26.32928997,-98.71675,1.0,01-2007
31.88017,-95.90730001,1.0,01-2007
32.70112998,-99.87257999,1.0,01-2007
33.75386002,-95.39505,10.0,01-2007
32.30371002,-96.89790002,1.0,01-2007
30.94011998,-97.50660997,1.0,01-2007
30.07059998,-98.45875002,1.0,01-2007
35.40095998,-100.07640002,15.0,01-2007
32.35310999,-99.82380998,2.0,01-2007
33.37559998,-98.78578001,1.0,01-2007
33.47395999,-97.07146999,1.0,01-2007
30.84385997,-97.81627998,1.0,01-2007
30.78606997,-97.75959997,1.0,01-2007
32.34583,-99.56132998,1.0,01-2007
32.34583,-99.56132998,1.0,01-2007
29.86958997,-97.76286999,1.0,02-2007
28.89387001,-98.53884999,1.0,01-2007
28.93177999,-98.52331002,1.0,01-2007
28.85784997,-98.38486998,1.0,01-2007
31.12556,-98.50608997,15.0,01-2007
30.29091997,-98.77344002,1.0,02-2007
30.24055,-98.87301998,2.0,02-2007
32.67125998,-102.64479999,1.0,01-2007
31.92805001,-96.11741998,10.0,01-2007
32.01227998,-98.02068,15.0,01-2007
31.78960997,-96.6506,50.0,01-2007
33.34999997,-94.94479998,1.0,02-2007
32.85027998,-100.467,2.0,01-2007
32.72692002,-103.04330002,1.0,01-2007
30.27677998,-98.40411001,1.0,02-2007
30.38956001,-98.42952,100.0,02-2007
30.83949998,-97.73258002,2.0,02-2007
32.09539,-98.19675999,10.0,01-2007
32.28377997,-94.43607001,1.0,01-2007
32.81069999,-94.1717,3.0,01-2007
32.78399999,-94.2079,8.0,01-2007
32.24364,-94.45873997,1.0,01-2007
31.80608002,-96.69269001,150.0,01-2007
32.50515001,-98.64258002,1.0,01-2007
32.45361997,-95.25807999,20.0,01-2007
29.17176,-98.90205998,1.0,02-2007
31.91324002,-95.91350999,1.0,01-2007
30.35641999,-99.14954001,20.0,02-2007
31.81416999,-99.19162998,5.0,01-2007
31.81538,-99.09830002,1.0,01-2007
31.81538,-99.09839998,1.0,01-2007
32.70999998,-94.48,1.0,01-2007
32.68999999,-94.45000001,10.0,01-2007
33.18300001,-94.54099998,2.0,01-2007
33.18399997,-94.55199999,1.0,02-2007
31.42413999,-100.29250001,1.0,01-2007
33.25099999,-94.463,1.0,02-2007
32.96342001,-101.82899998,300.0,01-2007
31.9029,-95.10625001,15.0,02-2007
28.97102997,-98.64916999,1.0,02-2007
28.88402001,-98.55567997,5.0,02-2007
31.81474998,-99.0985,1.0,02-2007
30.24013998,-99.15552999,1.0,02-2007
30.33746,-99.14362999,4.0,02-2007
28.64828998,-97.9261,10.0,02-2007
31.03737,-94.16428997,2.0,01-2007
32.56138998,-98.21697002,3.0,01-2007
33.60436999,-95.04874,1.0,02-2007
32.75298999,-100.68829999,250.0,02-2007
32.7579,-99.20267002,1.0,02-2007
31.72460999,-99.11605001,1.0,02-2007
30.39077997,-94.41728998,5.0,01-2007
32.65138998,-99.94263999,2.0,02-2007
32.80999001,-99.82316,1.0,02-2007
32.75018998,-99.90980997,3.0,02-2007
32.71817,-99.79901,1.0,02-2007
30.05023,-99.23885001,2.0,01-2007
26.37622001,-98.88258999,1.0,02-2007
26.37128998,-98.85574,1.0,02-2007
30.20581998,-97.78428002,1.0,01-2007
32.01302002,-94.55012999,1.0,02-2007
32.08817,-94.55633997,2.0,02-2007
30.24240999,-97.78909997,1.0,01-2007
32.24967001,-98.34958999,1.0,02-2007
30.21315,-97.84418002,1.0,01-2007
30.47455999,-97.81127,1.0,02-2007
30.19676001,-97.82657998,1.0,02-2007
30.21297999,-97.844,1.0,02-2007
30.50206997,-97.78851999,1.0,02-2007
32.41817002,-95.78766998,1.0,01-2007
29.81681,-98.42659,1.0,02-2007
29.24104999,-98.25931,1.0,02-2007
29.27887997,-96.88193001,2.0,02-2007
31.96561002,-95.04069,1.0,01-2007
28.90005001,-98.53345,1.0,02-2007
28.95825999,-98.60859999,1.0,02-2007
28.87553002,-98.53851002,1.0,02-2007
30.26953001,-96.21065998,2.0,02-2007
31.27403,-94.64310998,1.0,02-2007
32.07065001,-97.97103001,2.0,02-2007
29.22050999,-99.15994998,5.0,02-2007
32.13100001,-96.66607998,2.0,02-2007
30.95749998,-98.68892001,10.0,02-2007
31.71126001,-99.08399001,2.0,02-2007
32.69796998,-98.20177998,1.0,02-2007
32.67915998,-98.26866002,1.0,02-2007
28.6517,-97.91958998,16.0,02-2007
29.14416001,-97.15275,1.0,02-2007
29.30173001,-97.34639001,10.0,02-2007
28.98873999,-97.28086998,2.0,02-2007
29.16022999,-97.27643999,4.0,02-2007
32.27541001,-101.37049998,1.0,01-2007
32.30379998,-101.30429999,1.0,01-2007
33.79939998,-97.64892999,2.0,02-2007
32.25337998,-101.6114,550.0,01-2007
29.21900999,-99.00454998,7.0,02-2007
29.22858,-99.01765999,5.0,02-2007
33.19700001,-94.53699997,2.0,02-2007
29.80148997,-96.89754998,6.0,02-2007
32.70028002,-98.16095,3.0,02-2007
32.74472,-98.10800001,1.0,02-2007
33.53460999,-97.24765001,1.0,02-2007
28.67662,-99.18380998,2.0,02-2007
32.01852998,-99.64325001,750.0,02-2007
34.54334999,-101.63749999,200.0,02-2007
32.24893997,-102.65990002,10.0,01-2007
32.22676999,-102.69529999,1.0,02-2007
32.53995999,-102.61150001,1.0,02-2007
32.37310998,-102.52869999,2.0,02-2007
32.26196998,-102.74680001,2.0,02-2007
31.32074999,-100.7701,3.0,02-2007
32.89864002,-96.42714998,1.0,01-2007
32.72182999,-95.10719999,1.0,01-2007
32.80623002,-95.13431,1.0,02-2007
29.15440001,-98.64777001,5.0,02-2007
29.06263999,-98.5795,1.0,02-2007
30.95779998,-98.68964999,2.0,02-2007
33.92522998,-100.85299998,45.0,02-2007
31.92296998,-95.15993998,2.0,02-2007
32.33661998,-94.52857002,1.0,01-2007
32.43738999,-95.24216001,2.0,02-2007
32.35005001,-94.54465,4.0,02-2007
32.26030998,-100.0012,1.0,02-2007
32.07409,-99.83183001,10.0,02-2007
32.25585997,-99.78798998,1.0,02-2007
29.42691999,-96.99634998,4.0,02-2007
32.36490998,-99.89469998,4.0,02-2007
32.07963998,-94.11802999,10.0,02-2007
30.78538997,-97.77758002,1.0,02-2007
26.42169002,-98.82594,2.0,02-2007
30.24973,-98.94064001,150.0,02-2007
32.70848002,-95.15654998,1.0,02-2007
32.24195999,-98.55035999,25.0,02-2007
32.25630002,-98.46221998,8.0,02-2007
32.30223999,-96.09244999,2.0,02-2007
30.11994002,-98.33571997,2.0,02-2007
30.12473,-98.32999997,1.0,02-2007
33.68772998,-97.59376999,5.0,02-2007
32.36083002,-98.08985001,1.0,01-2007
30.87764997,-93.98887002,3.0,02-2007
26.23771998,-98.10755002,1.0,01-2007
26.21755999,-98.10438001,1.0,01-2007
26.17705998,-98.09082,1.0,01-2007
26.22203001,-98.12695001,1.0,01-2007
26.15091,-98.11407,1.0,01-2007
26.11504002,-98.13624999,1.0,01-2007
26.08560001,-98.12959001,1.0,01-2007
29.87064002,-97.75876001,1.0,02-2007
29.95731001,-97.78351001,12.0,02-2007
33.12268999,-94.34901001,1.0,01-2007
32.71864002,-94.08813002,2.0,02-2007
32.99383997,-95.28333997,1.0,01-2007
33.06053999,-95.20635998,1.0,02-2007
30.60898001,-94.40621002,3.0,02-2007
33.01370002,-95.18387999,1.0,02-2007
33.08638001,-95.15631002,1.0,02-2007
33.42414999,-98.38938998,1.0,02-2007
33.86669999,-97.62611998,75.0,02-2007
30.22254999,-98.9255,40.0,02-2007
32.25629001,-98.46246999,8.0,02-2007
31.61592997,-96.22724,2.0,02-2007
32.98163001,-99.20204,10.0,02-2007
31.70055,-96.08864001,3.0,02-2007
32.66629999,-99.19176002,5.0,02-2007
34.55047998,-101.5573,50.0,02-2007
33.03579,-98.63129001,1.0,02-2007
30.13584999,-98.32856997,2.0,02-2007
31.75674999,-101.2268,400.0,02-2007
33.25099999,-94.463,1.0,02-2007
32.67421,-98.21760999,10.0,02-2007
32.89623002,-95.23910999,1.0,02-2007
32.02358999,-96.05471001,1.0,02-2007
32.55005,-94.94703997,1.0,02-2007
30.85132999,-97.88335,2.0,02-2007
30.83001998,-97.88943999,4.0,02-2007
30.91803,-97.81543997,20.0,02-2007
32.59071001,-94.29381999,1.0,02-2007
30.74604998,-97.85380001,2.0,02-2007
31.98104998,-95.39394001,1.0,02-2007
31.95179999,-95.30920001,1.0,02-2007
31.98216001,-95.34547001,5.0,02-2007
30.35148001,-99.37509999,1.0,02-2007
32.00668001,-95.22897,45.0,02-2007
30.38372999,-94.25481998,2.0,02-2007
30.24947999,-98.9164,10.0,02-2007
30.22439002,-99.16307,1.0,02-2007
32.95964,-94.74229998,1.0,02-2007
32.66490001,-98.30321998,5.0,02-2007
30.43126998,-96.53289999,1.0,02-2007
31.70848997,-99.37290998,650.0,02-2007
31.70741001,-99.37290998,10.0,02-2007
31.954,-98.50699998,5.0,02-2007
31.99399998,-98.58699999,20.0,02-2007
32.03599999,-98.439,250.0,02-2007
32.03599999,-98.439,3.0,02-2007
29.97583001,-98.41075998,1.0,02-2007
33.35331998,-97.46830997,5.0,02-2007
29.24350002,-99.81357998,2.0,01-2007
29.11577,-99.67030999,5.0,01-2007
29.19804001,-99.80527001,1.0,01-2007
29.98098999,-98.19770997,1.0,02-2007
32.69297001,-94.88292997,4.0,02-2007
30.04794998,-98.18283999,1.0,02-2007
29.94518,-98.09596997,15.0,02-2007
30.04620002,-98.18290999,1.0,02-2007
32.65142,-94.31967002,1.0,02-2007
32.19813001,-98.53264997,50.0,02-2007
32.28940001,-98.56006999,1.0,02-2007
32.25264999,-100.39710001,50.0,01-2007
32.25225998,-100.39650001,3.0,02-2007
29.01044001,-99.85112998,50.0,01-2007
29.21792002,-99.94865999,5.0,02-2007
30.30035999,-99.20878998,3.0,02-2007
31.39837997,-93.83167997,1.0,02-2007
29.27328,-96.68068999,1.0,02-2007
31.05297002,-94.33105998,10.0,02-2007
31.02448999,-94.33276001,1.0,02-2007
32.76899998,-95.64799997,4.0,02-2007
32.74199999,-95.58200002,1.0,02-2007
32.68392,-98.28289002,3.0,02-2007
32.61108,-97.80392002,10.0,02-2007
35.47545998,-100.93200002,5.0,02-2007
32.67595,-95.53113997,1.0,02-2007
32.64489001,-95.42647998,1.0,02-2007
29.61867,-98.32707998,1.0,02-2007
32.78477001,-95.64432998,5.0,02-2007
32.52841997,-95.28821001,5.0,02-2007
32.39855999,-95.33899,2.0,02-2007
32.55898999,-95.42305001,2.0,02-2007
29.65011999,-98.2268,1.0,01-2007
33.04207998,-98.53229999,10.0,02-2007
32.65158001,-99.92497,15.0,02-2007
32.84986001,-99.86934999,2.0,02-2007
32.68530001,-99.7206,10.0,02-2007
32.67952998,-99.89054998,2.0,02-2007
32.72487001,-99.95985998,1.0,02-2007
32.62764,-99.76166999,10.0,02-2007
30.03158,-99.1742,15.0,02-2007
32.67621998,-100.00100002,1.0,02-2007
32.69478001,-99.68084999,10.0,02-2007
30.96139002,-97.95790999,85.0,02-2007
32.62097002,-95.07451002,1.0,02-2007
32.57452001,-95.10259998,3.0,02-2007
34.31272,-101.73100001,1.0,02-2007
32.30171999,-96.96773997,1.0,02-2007
33.01000001,-94.36622,1.0,02-2007
33.05062,-94.25727,1.0,02-2007
31.38649998,-94.43616002,1.0,02-2007
30.16632999,-99.00957001,20.0,02-2007
30.16961997,-98.82353,35.0,02-2007
29.01804001,-99.23646002,2.0,02-2007
32.54433,-100.89240001,200.0,02-2007
30.39486999,-95.05518998,1.0,02-2007
32.79116,-100.92160001,640.0,02-2007
