cause,count,date
Equipment Use,139,12-1992
Equipment Use,114,01-1993
Equipment Use,282,02-1993
Equipment Use,234,03-1993
Equipment Use,430,04-1993
Equipment Use,610,05-1993
Equipment Use,810,06-1993
Equipment Use,801,07-1993
Equipment Use,724,08-1993
Equipment Use,620,09-1993
Equipment Use,391,10-1993
Equipment Use,307,11-1993
Equipment Use,193,12-1993
Equipment Use,227,01-1994
Equipment Use,269,02-1994
Equipment Use,524,03-1994
Equipment Use,604,04-1994
Equipment Use,663,05-1994
Equipment Use,721,06-1994
Equipment Use,706,07-1994
Equipment Use,626,08-1994
Equipment Use,420,09-1994
Equipment Use,318,10-1994
Equipment Use,243,11-1994
Equipment Use,108,12-1994
Equipment Use,126,01-1995
Equipment Use,295,02-1995
Equipment Use,456,03-1995
Equipment Use,502,04-1995
Equipment Use,522,05-1995
Equipment Use,516,06-1995
Equipment Use,779,07-1995
Equipment Use,760,08-1995
Equipment Use,601,09-1995
Equipment Use,491,10-1995
Equipment Use,296,11-1995
Equipment Use,250,12-1995
Equipment Use,263,01-1996
Equipment Use,520,02-1996
Equipment Use,504,03-1996
Equipment Use,569,04-1996
Equipment Use,661,05-1996
Equipment Use,734,06-1996
Equipment Use,812,07-1996
Equipment Use,696,08-1996
Equipment Use,460,09-1996
Equipment Use,430,10-1996
Equipment Use,245,11-1996
Equipment Use,134,12-1996
Equipment Use,255,01-1997
Equipment Use,327,02-1997
Equipment Use,503,03-1997
Equipment Use,670,04-1997
Equipment Use,647,05-1997
Equipment Use,606,06-1997
Equipment Use,700,07-1997
Equipment Use,613,08-1997
Equipment Use,657,09-1997
Equipment Use,460,10-1997
Equipment Use,190,11-1997
Equipment Use,116,12-1997
Equipment Use,109,01-1998
Equipment Use,203,02-1998
Equipment Use,316,03-1998
Equipment Use,488,04-1998
Equipment Use,483,05-1998
Equipment Use,912,06-1998
Equipment Use,868,07-1998
Equipment Use,881,08-1998
Equipment Use,622,09-1998
Equipment Use,574,10-1998
Equipment Use,322,11-1998
Equipment Use,249,12-1998
Equipment Use,281,01-1999
Equipment Use,433,02-1999
Equipment Use,735,03-1999
Equipment Use,742,04-1999
Equipment Use,619,05-1999
Equipment Use,754,06-1999
Equipment Use,826,07-1999
Equipment Use,939,08-1999
Equipment Use,857,09-1999
Equipment Use,637,10-1999
Equipment Use,510,11-1999
Equipment Use,310,12-1999
Equipment Use,287,01-2000
Equipment Use,345,02-2000
Equipment Use,619,03-2000
Equipment Use,573,04-2000
Equipment Use,800,05-2000
Equipment Use,777,06-2000
Equipment Use,781,07-2000
Equipment Use,795,08-2000
Equipment Use,586,09-2000
Equipment Use,614,10-2000
Equipment Use,217,11-2000
Equipment Use,214,12-2000
Equipment Use,402,01-2001
Equipment Use,392,02-2001
Equipment Use,387,03-2001
Equipment Use,547,04-2001
Equipment Use,769,05-2001
Equipment Use,728,06-2001
Equipment Use,789,07-2001
Equipment Use,694,08-2001
Equipment Use,427,09-2001
Equipment Use,613,10-2001
Equipment Use,655,11-2001
Equipment Use,178,12-2001
Equipment Use,196,01-2002
Equipment Use,477,02-2002
Equipment Use,413,03-2002
Equipment Use,490,04-2002
Equipment Use,621,05-2002
Equipment Use,741,06-2002
Equipment Use,716,07-2002
Equipment Use,659,08-2002
Equipment Use,525,09-2002
Equipment Use,242,10-2002
Equipment Use,182,11-2002
Equipment Use,120,12-2002
Equipment Use,264,01-2003
Equipment Use,225,02-2003
Equipment Use,217,03-2003
Equipment Use,563,04-2003
Equipment Use,463,05-2003
Equipment Use,565,06-2003
Equipment Use,906,07-2003
Equipment Use,728,08-2003
Equipment Use,580,09-2003
Equipment Use,641,10-2003
Equipment Use,270,11-2003
Equipment Use,173,12-2003
Equipment Use,245,01-2004
Equipment Use,180,02-2004
Equipment Use,574,03-2004
Equipment Use,737,04-2004
Equipment Use,735,05-2004
Equipment Use,616,06-2004
Equipment Use,740,07-2004
Equipment Use,581,08-2004
Equipment Use,510,09-2004
Equipment Use,273,10-2004
Equipment Use,176,11-2004
Equipment Use,159,12-2004
Equipment Use,249,01-2005
Equipment Use,238,02-2005
Equipment Use,464,03-2005
Equipment Use,663,04-2005
Equipment Use,557,05-2005
Equipment Use,701,06-2005
Equipment Use,965,07-2005
Equipment Use,855,08-2005
Equipment Use,877,09-2005
Equipment Use,601,10-2005
Equipment Use,600,11-2005
Equipment Use,378,12-2005
Equipment Use,773,01-2006
Equipment Use,594,02-2006
Equipment Use,1000,03-2006
Equipment Use,944,04-2006
Equipment Use,773,05-2006
Equipment Use,1256,06-2006
Equipment Use,1491,07-2006
Equipment Use,1029,08-2006
Equipment Use,613,09-2006
Equipment Use,508,10-2006
Equipment Use,291,11-2006
Equipment Use,297,12-2006
Equipment Use,226,01-2007
Equipment Use,428,02-2007
Equipment Use,677,03-2007
Equipment Use,642,04-2007
Equipment Use,899,05-2007
Equipment Use,768,06-2007
Equipment Use,814,07-2007
Equipment Use,939,08-2007
Equipment Use,586,09-2007
Equipment Use,453,10-2007
Equipment Use,466,11-2007
Equipment Use,332,12-2007
Equipment Use,433,01-2008
Equipment Use,704,02-2008
Equipment Use,665,03-2008
Equipment Use,639,04-2008
Equipment Use,695,05-2008
Equipment Use,1024,06-2008
Equipment Use,942,07-2008
Equipment Use,754,08-2008
Equipment Use,475,09-2008
Equipment Use,504,10-2008
Equipment Use,362,11-2008
Equipment Use,267,12-2008
Equipment Use,491,01-2009
Equipment Use,751,02-2009
Equipment Use,695,03-2009
Equipment Use,715,04-2009
Equipment Use,555,05-2009
Equipment Use,619,06-2009
Equipment Use,862,07-2009
Equipment Use,557,08-2009
Equipment Use,445,09-2009
Equipment Use,188,10-2009
Equipment Use,253,11-2009
Equipment Use,94,12-2009
Equipment Use,179,01-2010
Equipment Use,143,02-2010
Equipment Use,502,03-2010
Equipment Use,658,04-2010
Equipment Use,417,05-2010
Equipment Use,551,06-2010
Equipment Use,638,07-2010
Equipment Use,757,08-2010
Equipment Use,716,09-2010
Equipment Use,660,10-2010
Equipment Use,322,11-2010
Equipment Use,266,12-2010
Equipment Use,316,01-2011
Equipment Use,455,02-2011
Equipment Use,488,03-2011
Equipment Use,548,04-2011
Equipment Use,625,05-2011
Equipment Use,861,06-2011
Equipment Use,951,07-2011
Equipment Use,1044,08-2011
Equipment Use,769,09-2011
Equipment Use,503,10-2011
Equipment Use,209,11-2011
Equipment Use,127,12-2011
Equipment Use,258,01-2012
Equipment Use,220,02-2012
Equipment Use,424,03-2012
Equipment Use,541,04-2012
Equipment Use,604,05-2012
Equipment Use,793,06-2012
Equipment Use,865,07-2012
Equipment Use,658,08-2012
Equipment Use,496,09-2012
Equipment Use,330,10-2012
Equipment Use,306,11-2012
Equipment Use,133,12-2012
Equipment Use,198,01-2013
Equipment Use,190,02-2013
Equipment Use,361,03-2013
Equipment Use,490,04-2013
Equipment Use,586,05-2013
Equipment Use,483,06-2013
Equipment Use,605,07-2013
Equipment Use,461,08-2013
Equipment Use,346,09-2013
Equipment Use,219,10-2013
Equipment Use,289,11-2013
Equipment Use,106,12-2013
Equipment Use,349,01-2014
Equipment Use,246,02-2014
Equipment Use,427,03-2014
Equipment Use,544,04-2014
Equipment Use,508,05-2014
Equipment Use,487,06-2014
Equipment Use,573,07-2014
Equipment Use,445,08-2014
Equipment Use,300,09-2014
Equipment Use,255,10-2014
Equipment Use,273,11-2014
Equipment Use,112,12-2014
Equipment Use,298,01-2015
Equipment Use,248,02-2015
Equipment Use,462,03-2015
Equipment Use,646,04-2015
Equipment Use,516,05-2015
Equipment Use,470,06-2015
Equipment Use,616,07-2015
Equipment Use,678,08-2015
Equipment Use,591,09-2015
Equipment Use,593,10-2015
Equipment Use,257,11-2015
Equipment Use,109,12-2015
Fireworks,1,01-1992
Fireworks,3,02-1992
Fireworks,3,03-1992
Fireworks,7,04-1992
Fireworks,16,05-1992
Fireworks,49,06-1992
Fireworks,90,07-1992
Fireworks,11,08-1992
Fireworks,2,09-1992
Fireworks,11,10-1992
Fireworks,20,11-1992
Fireworks,0,12-1992
Fireworks,7,01-1993
Fireworks,6,02-1993
Fireworks,2,03-1993
Fireworks,3,04-1993
Fireworks,10,05-1993
Fireworks,43,06-1993
Fireworks,137,07-1993
Fireworks,6,08-1993
Fireworks,7,09-1993
Fireworks,8,10-1993
Fireworks,12,11-1993
Fireworks,2,12-1993
Fireworks,1,01-1994
Fireworks,0,02-1994
Fireworks,3,03-1994
Fireworks,11,04-1994
Fireworks,10,05-1994
Fireworks,92,06-1994
Fireworks,222,07-1994
Fireworks,9,08-1994
Fireworks,4,09-1994
Fireworks,23,10-1994
Fireworks,35,11-1994
Fireworks,3,12-1994
Fireworks,0,01-1995
Fireworks,2,02-1995
Fireworks,9,03-1995
Fireworks,18,04-1995
Fireworks,7,05-1995
Fireworks,29,06-1995
Fireworks,104,07-1995
Fireworks,13,08-1995
Fireworks,8,09-1995
Fireworks,5,10-1995
Fireworks,6,11-1995
Fireworks,1,12-1995
Fireworks,0,01-1996
Fireworks,0,02-1996
Fireworks,3,03-1996
Fireworks,14,04-1996
Fireworks,7,05-1996
Fireworks,41,06-1996
Fireworks,207,07-1996
Fireworks,20,08-1996
Fireworks,6,09-1996
Fireworks,13,10-1996
Fireworks,9,11-1996
Fireworks,2,12-1996
Fireworks,2,01-1997
Fireworks,1,02-1997
Fireworks,5,03-1997
Fireworks,21,04-1997
Fireworks,16,05-1997
Fireworks,44,06-1997
Fireworks,160,07-1997
Fireworks,12,08-1997
Fireworks,1,09-1997
Fireworks,6,10-1997
Fireworks,5,11-1997
Fireworks,3,12-1997
Fireworks,1,01-1998
Fireworks,0,02-1998
Fireworks,17,03-1998
Fireworks,17,04-1998
Fireworks,21,05-1998
Fireworks,58,06-1998
Fireworks,119,07-1998
Fireworks,17,08-1998
Fireworks,11,09-1998
Fireworks,12,10-1998
Fireworks,27,11-1998
Fireworks,6,12-1998
Fireworks,3,01-1999
Fireworks,4,02-1999
Fireworks,18,03-1999
Fireworks,17,04-1999
Fireworks,9,05-1999
Fireworks,57,06-1999
Fireworks,140,07-1999
Fireworks,6,08-1999
Fireworks,7,09-1999
Fireworks,9,10-1999
Fireworks,44,11-1999
Fireworks,16,12-1999
Fireworks,17,01-2000
Fireworks,3,02-2000
Fireworks,9,03-2000
Fireworks,17,04-2000
Fireworks,10,05-2000
Fireworks,53,06-2000
Fireworks,149,07-2000
Fireworks,15,08-2000
Fireworks,1,09-2000
Fireworks,17,10-2000
Fireworks,1,11-2000
Fireworks,0,12-2000
Fireworks,3,01-2001
Fireworks,6,02-2001
Fireworks,1,03-2001
Fireworks,26,04-2001
Fireworks,18,05-2001
Fireworks,56,06-2001
Fireworks,209,07-2001
Fireworks,20,08-2001
Fireworks,9,09-2001
Fireworks,30,10-2001
Fireworks,43,11-2001
Fireworks,5,12-2001
Fireworks,6,01-2002
Fireworks,6,02-2002
Fireworks,10,03-2002
Fireworks,22,04-2002
Fireworks,18,05-2002
Fireworks,101,06-2002
Fireworks,235,07-2002
Fireworks,16,08-2002
Fireworks,14,09-2002
Fireworks,2,10-2002
Fireworks,1,11-2002
Fireworks,2,12-2002
Fireworks,3,01-2003
Fireworks,2,02-2003
Fireworks,10,03-2003
Fireworks,7,04-2003
Fireworks,1,05-2003
Fireworks,50,06-2003
Fireworks,325,07-2003
Fireworks,25,08-2003
Fireworks,7,09-2003
Fireworks,6,10-2003
Fireworks,7,11-2003
Fireworks,1,12-2003
Fireworks,2,01-2004
Fireworks,5,02-2004
Fireworks,6,03-2004
Fireworks,7,04-2004
Fireworks,7,05-2004
Fireworks,167,06-2004
Fireworks,202,07-2004
Fireworks,13,08-2004
Fireworks,3,09-2004
Fireworks,1,10-2004
Fireworks,6,11-2004
Fireworks,1,12-2004
Fireworks,0,01-2005
Fireworks,1,02-2005
Fireworks,5,03-2005
Fireworks,24,04-2005
Fireworks,9,05-2005
Fireworks,70,06-2005
Fireworks,369,07-2005
Fireworks,26,08-2005
Fireworks,9,09-2005
Fireworks,5,10-2005
Fireworks,21,11-2005
Fireworks,4,12-2005
Fireworks,3,01-2006
Fireworks,2,02-2006
Fireworks,1,03-2006
Fireworks,5,04-2006
Fireworks,14,05-2006
Fireworks,409,06-2006
Fireworks,548,07-2006
Fireworks,18,08-2006
Fireworks,7,09-2006
Fireworks,0,10-2006
Fireworks,1,11-2006
Fireworks,1,12-2006
Fireworks,1,01-2007
Fireworks,5,02-2007
Fireworks,9,03-2007
Fireworks,10,04-2007
Fireworks,5,05-2007
Fireworks,277,06-2007
Fireworks,361,07-2007
Fireworks,12,08-2007
Fireworks,6,09-2007
Fireworks,2,10-2007
Fireworks,0,11-2007
Fireworks,1,12-2007
Fireworks,2,01-2008
Fireworks,1,02-2008
Fireworks,3,03-2008
Fireworks,6,04-2008
Fireworks,9,05-2008
Fireworks,76,06-2008
Fireworks,293,07-2008
Fireworks,12,08-2008
Fireworks,8,09-2008
Fireworks,2,10-2008
Fireworks,0,11-2008
Fireworks,3,12-2008
Fireworks,14,01-2009
Fireworks,12,02-2009
Fireworks,26,03-2009
Fireworks,19,04-2009
Fireworks,31,05-2009
Fireworks,77,06-2009
Fireworks,400,07-2009
Fireworks,18,08-2009
Fireworks,13,09-2009
Fireworks,3,10-2009
Fireworks,19,11-2009
Fireworks,2,12-2009
Fireworks,9,01-2010
Fireworks,4,02-2010
Fireworks,24,03-2010
Fireworks,56,04-2010
Fireworks,32,05-2010
Fireworks,82,06-2010
Fireworks,342,07-2010
Fireworks,24,08-2010
Fireworks,21,09-2010
Fireworks,37,10-2010
Fireworks,21,11-2010
Fireworks,14,12-2010
Fireworks,31,01-2011
Fireworks,10,02-2011
Fireworks,7,03-2011
Fireworks,13,04-2011
Fireworks,12,05-2011
Fireworks,37,06-2011
Fireworks,268,07-2011
Fireworks,32,08-2011
Fireworks,14,09-2011
Fireworks,2,10-2011
Fireworks,18,11-2011
Fireworks,7,12-2011
Fireworks,26,01-2012
Fireworks,7,02-2012
Fireworks,15,03-2012
Fireworks,30,04-2012
Fireworks,15,05-2012
Fireworks,193,06-2012
Fireworks,532,07-2012
Fireworks,33,08-2012
Fireworks,20,09-2012
Fireworks,10,10-2012
Fireworks,20,11-2012
Fireworks,9,12-2012
Fireworks,17,01-2013
Fireworks,14,02-2013
Fireworks,46,03-2013
Fireworks,42,04-2013
Fireworks,28,05-2013
Fireworks,69,06-2013
Fireworks,350,07-2013
Fireworks,63,08-2013
Fireworks,50,09-2013
Fireworks,5,10-2013
Fireworks,19,11-2013
Fireworks,6,12-2013
Fireworks,17,01-2014
Fireworks,13,02-2014
Fireworks,25,03-2014
Fireworks,32,04-2014
Fireworks,25,05-2014
Fireworks,66,06-2014
Fireworks,354,07-2014
Fireworks,13,08-2014
Fireworks,10,09-2014
Fireworks,4,10-2014
Fireworks,11,11-2014
Fireworks,2,12-2014
Fireworks,17,01-2015
Fireworks,10,02-2015
Fireworks,24,03-2015
Fireworks,25,04-2015
Fireworks,24,05-2015
Fireworks,78,06-2015
Fireworks,330,07-2015
Fireworks,27,08-2015
Fireworks,15,09-2015
Fireworks,6,10-2015
Fireworks,27,11-2015
Fireworks,2,12-2015
Lightning,4,01-1992
Lightning,10,02-1992
Lightning,47,03-1992
Lightning,117,04-1992
Lightning,1088,05-1992
Lightning,3076,06-1992
Lightning,2935,07-1992
Lightning,3739,08-1992
Lightning,935,09-1992
Lightning,266,10-1992
Lightning,11,11-1992
Lightning,2,12-1992
Lightning,2,01-1993
Lightning,10,02-1993
Lightning,28,03-1993
Lightning,43,04-1993
Lightning,702,05-1993
Lightning,1400,06-1993
Lightning,1654,07-1993
Lightning,2790,08-1993
Lightning,608,09-1993
Lightning,276,10-1993
Lightning,22,11-1993
Lightning,3,12-1993
Lightning,6,01-1994
Lightning,8,02-1994
Lightning,48,03-1994
Lightning,302,04-1994
Lightning,725,05-1994
Lightning,1566,06-1994
Lightning,6296,07-1994
Lightning,4815,08-1994
Lightning,2256,09-1994
Lightning,171,10-1994
Lightning,11,11-1994
Lightning,1,12-1994
Lightning,4,01-1995
Lightning,11,02-1995
Lightning,53,03-1995
Lightning,67,04-1995
Lightning,330,05-1995
Lightning,1201,06-1995
Lightning,2765,07-1995
Lightning,1669,08-1995
Lightning,1898,09-1995
Lightning,49,10-1995
Lightning,14,11-1995
Lightning,14,12-1995
Lightning,8,01-1996
Lightning,14,02-1996
Lightning,32,03-1996
Lightning,96,04-1996
Lightning,265,05-1996
Lightning,1866,06-1996
Lightning,4059,07-1996
Lightning,4892,08-1996
Lightning,1197,09-1996
Lightning,189,10-1996
Lightning,13,11-1996
Lightning,3,12-1996
Lightning,21,01-1997
Lightning,16,02-1997
Lightning,60,03-1997
Lightning,94,04-1997
Lightning,889,05-1997
Lightning,938,06-1997
Lightning,3035,07-1997
Lightning,2159,08-1997
Lightning,1145,09-1997
Lightning,69,10-1997
Lightning,16,11-1997
Lightning,5,12-1997
Lightning,9,01-1998
Lightning,20,02-1998
Lightning,25,03-1998
Lightning,85,04-1998
Lightning,309,05-1998
Lightning,1560,06-1998
Lightning,4101,07-1998
Lightning,3338,08-1998
Lightning,1303,09-1998
Lightning,105,10-1998
Lightning,18,11-1998
Lightning,7,12-1998
Lightning,18,01-1999
Lightning,40,02-1999
Lightning,81,03-1999
Lightning,371,04-1999
Lightning,1001,05-1999
Lightning,1450,06-1999
Lightning,2340,07-1999
Lightning,5359,08-1999
Lightning,975,09-1999
Lightning,90,10-1999
Lightning,56,11-1999
Lightning,16,12-1999
Lightning,25,01-2000
Lightning,76,02-2000
Lightning,150,03-2000
Lightning,158,04-2000
Lightning,678,05-2000
Lightning,2893,06-2000
Lightning,4682,07-2000
Lightning,6317,08-2000
Lightning,1301,09-2000
Lightning,243,10-2000
Lightning,14,11-2000
Lightning,10,12-2000
Lightning,15,01-2001
Lightning,25,02-2001
Lightning,95,03-2001
Lightning,212,04-2001
Lightning,899,05-2001
Lightning,2023,06-2001
Lightning,4838,07-2001
Lightning,3539,08-2001
Lightning,1922,09-2001
Lightning,194,10-2001
Lightning,46,11-2001
Lightning,17,12-2001
Lightning,39,01-2002
Lightning,55,02-2002
Lightning,110,03-2002
Lightning,462,04-2002
Lightning,560,05-2002
Lightning,1772,06-2002
Lightning,5410,07-2002
Lightning,3127,08-2002
Lightning,721,09-2002
Lightning,132,10-2002
Lightning,56,11-2002
Lightning,21,12-2002
Lightning,10,01-2003
Lightning,6,02-2003
Lightning,52,03-2003
Lightning,185,04-2003
Lightning,760,05-2003
Lightning,1617,06-2003
Lightning,4571,07-2003
Lightning,4985,08-2003
Lightning,1398,09-2003
Lightning,194,10-2003
Lightning,43,11-2003
Lightning,7,12-2003
Lightning,6,01-2004
Lightning,10,02-2004
Lightning,86,03-2004
Lightning,211,04-2004
Lightning,401,05-2004
Lightning,2992,06-2004
Lightning,3806,07-2004
Lightning,3503,08-2004
Lightning,519,09-2004
Lightning,152,10-2004
Lightning,36,11-2004
Lightning,4,12-2004
Lightning,133,01-2005
Lightning,56,02-2005
Lightning,254,03-2005
Lightning,374,04-2005
Lightning,598,05-2005
Lightning,1450,06-2005
Lightning,3068,07-2005
Lightning,2966,08-2005
Lightning,1238,09-2005
Lightning,520,10-2005
Lightning,262,11-2005
Lightning,184,12-2005
Lightning,99,01-2006
Lightning,36,02-2006
Lightning,156,03-2006
Lightning,534,04-2006
Lightning,1309,05-2006
Lightning,2924,06-2006
Lightning,6091,07-2006
Lightning,4714,08-2006
Lightning,854,09-2006
Lightning,198,10-2006
Lightning,22,11-2006
Lightning,12,12-2006
Lightning,5,01-2007
Lightning,39,02-2007
Lightning,94,03-2007
Lightning,201,04-2007
Lightning,1099,05-2007
Lightning,1699,06-2007
Lightning,5225,07-2007
Lightning,2947,08-2007
Lightning,1143,09-2007
Lightning,200,10-2007
Lightning,48,11-2007
Lightning,11,12-2007
Lightning,25,01-2008
Lightning,32,02-2008
Lightning,64,03-2008
Lightning,271,04-2008
Lightning,340,05-2008
Lightning,2890,06-2008
Lightning,2549,07-2008
Lightning,3069,08-2008
Lightning,502,09-2008
Lightning,105,10-2008
Lightning,43,11-2008
Lightning,14,12-2008
Lightning,16,01-2009
Lightning,25,02-2009
Lightning,129,03-2009
Lightning,360,04-2009
Lightning,964,05-2009
Lightning,1253,06-2009
Lightning,3511,07-2009
Lightning,2740,08-2009
Lightning,1336,09-2009
Lightning,78,10-2009
Lightning,25,11-2009
Lightning,12,12-2009
Lightning,70,01-2010
Lightning,74,02-2010
Lightning,240,03-2010
Lightning,375,04-2010
Lightning,590,05-2010
Lightning,1386,06-2010
Lightning,2909,07-2010
Lightning,2295,08-2010
Lightning,527,09-2010
Lightning,437,10-2010
Lightning,61,11-2010
Lightning,19,12-2010
Lightning,25,01-2011
Lightning,16,02-2011
Lightning,93,03-2011
Lightning,413,04-2011
Lightning,686,05-2011
Lightning,2042,06-2011
Lightning,2909,07-2011
Lightning,4252,08-2011
Lightning,1776,09-2011
Lightning,250,10-2011
Lightning,64,11-2011
Lightning,12,12-2011
Lightning,20,01-2012
Lightning,36,02-2012
Lightning,261,03-2012
Lightning,383,04-2012
Lightning,673,05-2012
Lightning,1007,06-2012
Lightning,4448,07-2012
Lightning,3272,08-2012
Lightning,830,09-2012
Lightning,128,10-2012
Lightning,50,11-2012
Lightning,22,12-2012
Lightning,16,01-2013
Lightning,20,02-2013
Lightning,107,03-2013
Lightning,166,04-2013
Lightning,610,05-2013
Lightning,1132,06-2013
Lightning,2655,07-2013
Lightning,4184,08-2013
Lightning,1189,09-2013
Lightning,54,10-2013
Lightning,18,11-2013
Lightning,3,12-2013
Lightning,15,01-2014
Lightning,19,02-2014
Lightning,60,03-2014
Lightning,246,04-2014
Lightning,406,05-2014
Lightning,702,06-2014
Lightning,3731,07-2014
Lightning,2800,08-2014
Lightning,420,09-2014
Lightning,94,10-2014
Lightning,36,11-2014
Lightning,9,12-2014
Lightning,13,01-2015
Lightning,12,02-2015
Lightning,44,03-2015
Lightning,320,04-2015
Lightning,802,05-2015
Lightning,2158,06-2015
Lightning,3077,07-2015
Lightning,2633,08-2015
Lightning,488,09-2015
Lightning,207,10-2015
Lightning,47,11-2015
Lightning,11,12-2015
Miscellaneous,297,01-1992
Miscellaneous,418,02-1992
Miscellaneous,466,03-1992
Miscellaneous,673,04-1992
Miscellaneous,1139,05-1992
Miscellaneous,978,06-1992
Miscellaneous,1138,07-1992
Miscellaneous,806,08-1992
Miscellaneous,582,09-1992
Miscellaneous,477,10-1992
Miscellaneous,243,11-1992
Miscellaneous,147,12-1992
Miscellaneous,94,01-1993
Miscellaneous,257,02-1993
Miscellaneous,361,03-1993
Miscellaneous,686,04-1993
Miscellaneous,968,05-1993
Miscellaneous,786,06-1993
Miscellaneous,1208,07-1993
Miscellaneous,810,08-1993
Miscellaneous,647,09-1993
Miscellaneous,450,10-1993
Miscellaneous,401,11-1993
Miscellaneous,179,12-1993
Miscellaneous,274,01-1994
Miscellaneous,309,02-1994
Miscellaneous,617,03-1994
Miscellaneous,907,04-1994
Miscellaneous,821,05-1994
Miscellaneous,890,06-1994
Miscellaneous,1084,07-1994
Miscellaneous,763,08-1994
Miscellaneous,531,09-1994
Miscellaneous,376,10-1994
Miscellaneous,324,11-1994
Miscellaneous,175,12-1994
Miscellaneous,129,01-1995
Miscellaneous,426,02-1995
Miscellaneous,556,03-1995
Miscellaneous,874,04-1995
Miscellaneous,673,05-1995
Miscellaneous,881,06-1995
Miscellaneous,1054,07-1995
Miscellaneous,791,08-1995
Miscellaneous,696,09-1995
Miscellaneous,554,10-1995
Miscellaneous,369,11-1995
Miscellaneous,294,12-1995
Miscellaneous,257,01-1996
Miscellaneous,600,02-1996
Miscellaneous,609,03-1996
Miscellaneous,797,04-1996
Miscellaneous,814,05-1996
Miscellaneous,715,06-1996
Miscellaneous,1155,07-1996
Miscellaneous,792,08-1996
Miscellaneous,491,09-1996
Miscellaneous,480,10-1996
Miscellaneous,257,11-1996
Miscellaneous,148,12-1996
Miscellaneous,615,01-1997
Miscellaneous,653,02-1997
Miscellaneous,1629,03-1997
Miscellaneous,1478,04-1997
Miscellaneous,1107,05-1997
Miscellaneous,668,06-1997
Miscellaneous,977,07-1997
Miscellaneous,693,08-1997
Miscellaneous,750,09-1997
Miscellaneous,559,10-1997
Miscellaneous,284,11-1997
Miscellaneous,250,12-1997
Miscellaneous,166,01-1998
Miscellaneous,379,02-1998
Miscellaneous,880,03-1998
Miscellaneous,1003,04-1998
Miscellaneous,734,05-1998
Miscellaneous,1075,06-1998
Miscellaneous,1476,07-1998
Miscellaneous,1243,08-1998
Miscellaneous,937,09-1998
Miscellaneous,718,10-1998
Miscellaneous,443,11-1998
Miscellaneous,280,12-1998
Miscellaneous,461,01-1999
Miscellaneous,768,02-1999
Miscellaneous,1139,03-1999
Miscellaneous,1209,04-1999
Miscellaneous,938,05-1999
Miscellaneous,877,06-1999
Miscellaneous,1140,07-1999
Miscellaneous,1401,08-1999
Miscellaneous,1544,09-1999
Miscellaneous,1114,10-1999
Miscellaneous,1140,11-1999
Miscellaneous,677,12-1999
Miscellaneous,1563,01-2000
Miscellaneous,3196,02-2000
Miscellaneous,2269,03-2000
Miscellaneous,1610,04-2000
Miscellaneous,1685,05-2000
Miscellaneous,1352,06-2000
Miscellaneous,1874,07-2000
Miscellaneous,1868,08-2000
Miscellaneous,1469,09-2000
Miscellaneous,1214,10-2000
Miscellaneous,534,11-2000
Miscellaneous,403,12-2000
Miscellaneous,622,01-2001
Miscellaneous,746,02-2001
Miscellaneous,866,03-2001
Miscellaneous,1423,04-2001
Miscellaneous,1512,05-2001
Miscellaneous,1097,06-2001
Miscellaneous,1279,07-2001
Miscellaneous,1048,08-2001
Miscellaneous,658,09-2001
Miscellaneous,1044,10-2001
Miscellaneous,1370,11-2001
Miscellaneous,373,12-2001
Miscellaneous,578,01-2002
Miscellaneous,1324,02-2002
Miscellaneous,1103,03-2002
Miscellaneous,1437,04-2002
Miscellaneous,1594,05-2002
Miscellaneous,1087,06-2002
Miscellaneous,1436,07-2002
Miscellaneous,1341,08-2002
Miscellaneous,1024,09-2002
Miscellaneous,551,10-2002
Miscellaneous,632,11-2002
Miscellaneous,317,12-2002
Miscellaneous,538,01-2003
Miscellaneous,283,02-2003
Miscellaneous,638,03-2003
Miscellaneous,2279,04-2003
Miscellaneous,1125,05-2003
Miscellaneous,981,06-2003
Miscellaneous,1679,07-2003
Miscellaneous,994,08-2003
Miscellaneous,738,09-2003
Miscellaneous,824,10-2003
Miscellaneous,630,11-2003
Miscellaneous,389,12-2003
Miscellaneous,418,01-2004
Miscellaneous,410,02-2004
Miscellaneous,1320,03-2004
Miscellaneous,1935,04-2004
Miscellaneous,1068,05-2004
Miscellaneous,1039,06-2004
Miscellaneous,1167,07-2004
Miscellaneous,825,08-2004
Miscellaneous,712,09-2004
Miscellaneous,466,10-2004
Miscellaneous,600,11-2004
Miscellaneous,340,12-2004
Miscellaneous,411,01-2005
Miscellaneous,394,02-2005
Miscellaneous,915,03-2005
Miscellaneous,3376,04-2005
Miscellaneous,1516,05-2005
Miscellaneous,1472,06-2005
Miscellaneous,1819,07-2005
Miscellaneous,1661,08-2005
Miscellaneous,1555,09-2005
Miscellaneous,906,10-2005
Miscellaneous,1244,11-2005
Miscellaneous,1101,12-2005
Miscellaneous,2318,01-2006
Miscellaneous,1556,02-2006
Miscellaneous,3273,03-2006
Miscellaneous,3554,04-2006
Miscellaneous,1894,05-2006
Miscellaneous,1809,06-2006
Miscellaneous,2363,07-2006
Miscellaneous,1798,08-2006
Miscellaneous,1000,09-2006
Miscellaneous,929,10-2006
Miscellaneous,683,11-2006
Miscellaneous,669,12-2006
Miscellaneous,518,01-2007
Miscellaneous,924,02-2007
Miscellaneous,1508,03-2007
