cause,count,date
Smoking,185,05-1997
Smoking,174,06-1997
Smoking,271,07-1997
Smoking,201,08-1997
Smoking,219,09-1997
Smoking,115,10-1997
Smoking,59,11-1997
Smoking,45,12-1997
Smoking,52,01-1998
Smoking,71,02-1998
Smoking,189,03-1998
Smoking,205,04-1998
Smoking,144,05-1998
Smoking,244,06-1998
Smoking,321,07-1998
Smoking,315,08-1998
Smoking,276,09-1998
Smoking,232,10-1998
Smoking,225,11-1998
Smoking,132,12-1998
Smoking,116,01-1999
Smoking,177,02-1999
Smoking,365,03-1999
Smoking,362,04-1999
Smoking,219,05-1999
Smoking,203,06-1999
Smoking,272,07-1999
Smoking,382,08-1999
Smoking,465,09-1999
Smoking,272,10-1999
Smoking,275,11-1999
Smoking,142,12-1999
Smoking,155,01-2000
Smoking,279,02-2000
Smoking,302,03-2000
Smoking,255,04-2000
Smoking,329,05-2000
Smoking,237,06-2000
Smoking,308,07-2000
Smoking,367,08-2000
Smoking,281,09-2000
Smoking,299,10-2000
Smoking,145,11-2000
Smoking,90,12-2000
Smoking,246,01-2001
Smoking,237,02-2001
Smoking,274,03-2001
Smoking,351,04-2001
Smoking,373,05-2001
Smoking,171,06-2001
Smoking,236,07-2001
Smoking,239,08-2001
Smoking,138,09-2001
Smoking,319,10-2001
Smoking,664,11-2001
Smoking,133,12-2001
Smoking,139,01-2002
Smoking,367,02-2002
Smoking,268,03-2002
Smoking,269,04-2002
Smoking,232,05-2002
Smoking,254,06-2002
Smoking,275,07-2002
Smoking,307,08-2002
Smoking,202,09-2002
Smoking,83,10-2002
Smoking,87,11-2002
Smoking,52,12-2002
Smoking,111,01-2003
Smoking,56,02-2003
Smoking,93,03-2003
Smoking,229,04-2003
Smoking,129,05-2003
Smoking,106,06-2003
Smoking,243,07-2003
Smoking,154,08-2003
Smoking,135,09-2003
Smoking,117,10-2003
Smoking,84,11-2003
Smoking,68,12-2003
Smoking,120,01-2004
Smoking,89,02-2004
Smoking,270,03-2004
Smoking,300,04-2004
Smoking,146,05-2004
Smoking,123,06-2004
Smoking,157,07-2004
Smoking,111,08-2004
Smoking,89,09-2004
Smoking,64,10-2004
Smoking,62,11-2004
Smoking,58,12-2004
Smoking,83,01-2005
Smoking,101,02-2005
Smoking,171,03-2005
Smoking,303,04-2005
Smoking,163,05-2005
Smoking,146,06-2005
Smoking,185,07-2005
Smoking,178,08-2005
Smoking,243,09-2005
Smoking,133,10-2005
Smoking,188,11-2005
Smoking,144,12-2005
Smoking,335,01-2006
Smoking,205,02-2006
Smoking,561,03-2006
Smoking,412,04-2006
Smoking,213,05-2006
Smoking,196,06-2006
Smoking,259,07-2006
Smoking,203,08-2006
Smoking,121,09-2006
Smoking,98,10-2006
Smoking,61,11-2006
Smoking,73,12-2006
Smoking,49,01-2007
Smoking,120,02-2007
Smoking,208,03-2007
Smoking,228,04-2007
Smoking,389,05-2007
Smoking,192,06-2007
Smoking,190,07-2007
Smoking,241,08-2007
Smoking,145,09-2007
Smoking,123,10-2007
Smoking,102,11-2007
Smoking,76,12-2007
Smoking,147,01-2008
Smoking,145,02-2008
Smoking,170,03-2008
Smoking,252,04-2008
Smoking,191,05-2008
Smoking,199,06-2008
Smoking,207,07-2008
Smoking,152,08-2008
Smoking,105,09-2008
Smoking,88,10-2008
Smoking,111,11-2008
Smoking,81,12-2008
Smoking,143,01-2009
Smoking,229,02-2009
Smoking,266,03-2009
Smoking,260,04-2009
Smoking,116,05-2009
Smoking,93,06-2009
Smoking,159,07-2009
Smoking,130,08-2009
Smoking,94,09-2009
Smoking,45,10-2009
Smoking,53,11-2009
Smoking,27,12-2009
Smoking,48,01-2010
Smoking,48,02-2010
Smoking,195,03-2010
Smoking,248,04-2010
Smoking,168,05-2010
Smoking,127,06-2010
Smoking,200,07-2010
Smoking,196,08-2010
Smoking,227,09-2010
Smoking,157,10-2010
Smoking,120,11-2010
Smoking,93,12-2010
Smoking,90,01-2011
Smoking,182,02-2011
Smoking,162,03-2011
Smoking,161,04-2011
Smoking,171,05-2011
Smoking,206,06-2011
Smoking,228,07-2011
Smoking,252,08-2011
Smoking,206,09-2011
Smoking,79,10-2011
Smoking,88,11-2011
Smoking,40,12-2011
Smoking,82,01-2012
Smoking,81,02-2012
Smoking,158,03-2012
Smoking,271,04-2012
Smoking,126,05-2012
Smoking,189,06-2012
Smoking,224,07-2012
Smoking,161,08-2012
Smoking,110,09-2012
Smoking,85,10-2012
Smoking,103,11-2012
Smoking,39,12-2012
Smoking,58,01-2013
Smoking,71,02-2013
Smoking,171,03-2013
Smoking,236,04-2013
Smoking,205,05-2013
Smoking,148,06-2013
Smoking,135,07-2013
Smoking,103,08-2013
Smoking,68,09-2013
Smoking,64,10-2013
Smoking,79,11-2013
Smoking,28,12-2013
Smoking,116,01-2014
Smoking,56,02-2014
Smoking,183,03-2014
Smoking,232,04-2014
Smoking,143,05-2014
Smoking,95,06-2014
Smoking,114,07-2014
Smoking,98,08-2014
Smoking,63,09-2014
Smoking,63,10-2014
Smoking,84,11-2014
Smoking,31,12-2014
Smoking,86,01-2015
Smoking,95,02-2015
Smoking,221,03-2015
Smoking,290,04-2015
Smoking,378,05-2015
Smoking,90,06-2015
Smoking,156,07-2015
Smoking,164,08-2015
Smoking,155,09-2015
Smoking,138,10-2015
Smoking,76,11-2015
Smoking,35,12-2015
Structure,0,01-1992
Structure,1,02-1992
Structure,4,03-1992
Structure,3,04-1992
Structure,8,05-1992
Structure,11,06-1992
Structure,7,07-1992
Structure,3,08-1992
Structure,3,09-1992
Structure,2,10-1992
Structure,5,11-1992
Structure,0,12-1992
Structure,1,01-1993
Structure,4,02-1993
Structure,3,03-1993
Structure,2,04-1993
Structure,11,05-1993
Structure,7,06-1993
Structure,13,07-1993
Structure,6,08-1993
Structure,2,09-1993
Structure,1,10-1993
Structure,4,11-1993
Structure,0,12-1993
Structure,3,01-1994
Structure,2,02-1994
Structure,3,03-1994
Structure,3,04-1994
Structure,9,05-1994
Structure,9,06-1994
Structure,11,07-1994
Structure,7,08-1994
Structure,4,09-1994
Structure,2,10-1994
Structure,9,11-1994
Structure,5,12-1994
Structure,7,01-1995
Structure,4,02-1995
Structure,11,03-1995
Structure,15,04-1995
Structure,8,05-1995
Structure,15,06-1995
Structure,3,07-1995
Structure,6,08-1995
Structure,6,09-1995
Structure,5,10-1995
Structure,6,11-1995
Structure,3,12-1995
Structure,3,01-1996
Structure,3,02-1996
Structure,7,03-1996
Structure,8,04-1996
Structure,16,05-1996
Structure,12,06-1996
Structure,9,07-1996
Structure,14,08-1996
Structure,1,09-1996
Structure,7,10-1996
Structure,4,11-1996
Structure,1,12-1996
Structure,4,01-1997
Structure,6,02-1997
Structure,8,03-1997
Structure,23,04-1997
Structure,23,05-1997
Structure,14,06-1997
Structure,10,07-1997
Structure,6,08-1997
Structure,8,09-1997
Structure,7,10-1997
Structure,6,11-1997
Structure,1,12-1997
Structure,3,01-1998
Structure,5,02-1998
Structure,6,03-1998
Structure,15,04-1998
Structure,16,05-1998
Structure,7,06-1998
Structure,10,07-1998
Structure,8,08-1998
Structure,8,09-1998
Structure,10,10-1998
Structure,10,11-1998
Structure,12,12-1998
Structure,3,01-1999
Structure,7,02-1999
Structure,12,03-1999
Structure,14,04-1999
Structure,21,05-1999
Structure,12,06-1999
Structure,16,07-1999
Structure,9,08-1999
Structure,8,09-1999
Structure,10,10-1999
Structure,11,11-1999
Structure,7,12-1999
Structure,6,01-2000
Structure,10,02-2000
Structure,19,03-2000
Structure,22,04-2000
Structure,21,05-2000
Structure,18,06-2000
Structure,7,07-2000
Structure,8,08-2000
Structure,7,09-2000
Structure,8,10-2000
Structure,8,11-2000
Structure,2,12-2000
Structure,6,01-2001
Structure,7,02-2001
Structure,8,03-2001
Structure,23,04-2001
Structure,17,05-2001
Structure,13,06-2001
Structure,11,07-2001
Structure,5,08-2001
Structure,6,09-2001
Structure,19,10-2001
Structure,21,11-2001
Structure,9,12-2001
Structure,6,01-2002
Structure,9,02-2002
Structure,16,03-2002
Structure,17,04-2002
Structure,29,05-2002
Structure,12,06-2002
Structure,18,07-2002
Structure,12,08-2002
Structure,16,09-2002
Structure,11,10-2002
Structure,10,11-2002
Structure,15,12-2002
Structure,7,01-2003
Structure,7,02-2003
Structure,9,03-2003
Structure,29,04-2003
Structure,12,05-2003
Structure,6,06-2003
Structure,11,07-2003
Structure,4,08-2003
Structure,7,09-2003
Structure,14,10-2003
Structure,7,11-2003
Structure,1,12-2003
Structure,6,01-2004
Structure,5,02-2004
Structure,16,03-2004
Structure,22,04-2004
Structure,15,05-2004
Structure,14,06-2004
Structure,15,07-2004
Structure,20,08-2004
Structure,4,09-2004
Structure,6,10-2004
Structure,7,11-2004
Structure,5,12-2004
Structure,13,01-2005
Structure,7,02-2005
Structure,21,03-2005
Structure,15,04-2005
Structure,21,05-2005
Structure,12,06-2005
Structure,11,07-2005
Structure,14,08-2005
Structure,7,09-2005
Structure,11,10-2005
Structure,24,11-2005
Structure,12,12-2005
Structure,2,01-2006
Structure,12,02-2006
Structure,7,03-2006
Structure,6,04-2006
Structure,11,05-2006
Structure,3,06-2006
Structure,13,07-2006
Structure,7,08-2006
Structure,8,09-2006
Structure,5,10-2006
Structure,6,11-2006
Structure,3,12-2006
Structure,5,01-2007
Structure,9,02-2007
Structure,20,03-2007
Structure,12,04-2007
Structure,19,05-2007
Structure,12,06-2007
Structure,9,07-2007
Structure,22,08-2007
Structure,15,09-2007
Structure,10,10-2007
Structure,13,11-2007
Structure,3,12-2007
Structure,3,01-2008
Structure,3,02-2008
Structure,7,03-2008
Structure,8,04-2008
Structure,9,05-2008
Structure,11,06-2008
Structure,15,07-2008
Structure,25,08-2008
Structure,8,09-2008
Structure,2,10-2008
Structure,1,11-2008
Structure,1,12-2008
Structure,12,01-2009
Structure,16,02-2009
Structure,24,03-2009
Structure,29,04-2009
Structure,25,05-2009
Structure,20,06-2009
Structure,28,07-2009
Structure,10,08-2009
Structure,7,09-2009
Structure,3,10-2009
Structure,14,11-2009
Structure,6,12-2009
Structure,8,01-2010
Structure,4,02-2010
Structure,27,03-2010
Structure,44,04-2010
Structure,25,05-2010
Structure,11,06-2010
Structure,20,07-2010
Structure,21,08-2010
Structure,24,09-2010
Structure,35,10-2010
Structure,16,11-2010
Structure,22,12-2010
Structure,8,01-2011
Structure,39,02-2011
Structure,12,03-2011
Structure,33,04-2011
Structure,22,05-2011
Structure,27,06-2011
Structure,14,07-2011
Structure,19,08-2011
Structure,15,09-2011
Structure,24,10-2011
Structure,17,11-2011
Structure,10,12-2011
Structure,10,01-2012
Structure,23,02-2012
Structure,37,03-2012
Structure,43,04-2012
Structure,32,05-2012
Structure,36,06-2012
Structure,29,07-2012
Structure,29,08-2012
Structure,34,09-2012
Structure,36,10-2012
Structure,38,11-2012
Structure,10,12-2012
Structure,10,01-2013
Structure,19,02-2013
Structure,47,03-2013
Structure,31,04-2013
Structure,28,05-2013
Structure,16,06-2013
Structure,18,07-2013
Structure,11,08-2013
Structure,14,09-2013
Structure,11,10-2013
Structure,24,11-2013
Structure,8,12-2013
Structure,24,01-2014
Structure,14,02-2014
Structure,44,03-2014
Structure,40,04-2014
Structure,36,05-2014
Structure,21,06-2014
Structure,28,07-2014
Structure,12,08-2014
Structure,19,09-2014
Structure,13,10-2014
Structure,18,11-2014
Structure,15,12-2014
Structure,16,01-2015
Structure,31,02-2015
Structure,43,03-2015
Structure,52,04-2015
Structure,31,05-2015
Structure,24,06-2015
Structure,23,07-2015
Structure,29,08-2015
Structure,23,09-2015
Structure,25,10-2015
Structure,27,11-2015
Structure,11,12-2015
